t	b(t)
50	2.284983870967741
100	2.1074709677419357
150	1.9414564516129036
200	1.873393548387097
250	1.6815403225806447
300	1.5738548387096776
350	1.504575806451613
400	1.4615274193548387
450	1.4249677419354834
500	1.3943274193548387
550	1.3783387096774193
600	1.3938693548387096
650	1.3432629032258065
700	1.2982516129032262
750	1.2697548387096778
800	1.252351612903226
850	1.242720967741936
900	1.213504838709677
950	1.2115290322580647
1000	1.2129919354838707
1050	1.1974870967741937
1100	1.1929177419354837
1150	1.1884258064516127
1200	1.1766935483870964
1250	1.1830032258064516
1300	1.1838129032258065
1350	1.1793290322580643
1400	1.1531403225806458
1450	1.125972580645161
1500	1.103209677419355
1550	1.0787500000000003
1600	1.0677112903225805
1650	1.0645887096774198
1700	1.0349338709677423
1750	1.026514516129032
1800	1.024824193548387
1850	1.0159838709677418
1900	1.0130338709677418
1950	1.010548387096774
2000	1.0036999999999998
2050	0.9965161290322578
2100	0.9788983870967743
2150	0.9697903225806452
2200	0.9614645161290325
2250	0.9346709677419356
2300	0.9314870967741938
2350	0.9327838709677421
2400	0.929338709677419
2450	0.9190290322580649
2500	0.90925
2550	0.9086370967741935
2600	0.9090838709677416
2650	0.9061483870967741
2700	0.8971177419354839
2750	0.8960032258064518
2800	0.882446774193548
2850	0.8793677419354841
2900	0.8785225806451613
2950	0.880856451612903
3000	0.8809774193548389
3050	0.8772580645161289
3100	0.8647322580645166
3150	0.867574193548387
3200	0.8636612903225804
3250	0.8621338709677419
3300	0.862616129032258
3350	0.8470322580645163
3400	0.84078064516129
3450	0.8399612903225808
3500	0.8384983870967739
3550	0.8280645161290322
3600	0.8245677419354839
3650	0.8207322580645161
3700	0.8214435483870968
3750	0.8224112903225808
3800	0.8226870967741935
3850	0.8058806451612902
3900	0.8068919354838711
3950	0.8066129032258063
4000	0.8044161290322583
4050	0.804841935483871
4100	0.8042290322580647
4150	0.805067741935484
4200	0.7945951612903227
4250	0.7946596774193548
4300	0.7869645161290326
4350	0.7860564516129032
4400	0.7870887096774194
4450	0.7884806451612901
4500	0.7870645161290325
4550	0.78238064516129
4600	0.7837225806451612
4650	0.7798129032258062
4700	0.7688483870967742
4750	0.7600725806451615
4800	0.7543774193548386
4850	0.7527499999999998
4900	0.75105
4950	0.7479096774193553
5000	0.7373677419354838
5050	0.7364516129032256
5100	0.7373564516129031
5150	0.7323483870967742
5200	0.7290387096774193
5250	0.724791935483871
5300	0.7182983870967742
5350	0.7173370967741938
5400	0.7093258064516128
5450	0.7017112903225807
5500	0.6991322580645162
5550	0.698058064516129
5600	0.6951677419354839
5650	0.6953306451612904
5700	0.694477419354839
5750	0.6909338709677418
5800	0.6898887096774192
5850	0.6878016129032256
5900	0.6865467741935483
5950	0.6872193548387093
6000	0.6830274193548388
6050	0.6813645161290321
6100	0.6809548387096774
6150	0.6816225806451612
6200	0.6815806451612901
6250	0.6818693548387098
6300	0.680758064516129
6350	0.6816322580645161
6400	0.6770612903225807
6450	0.6743177419354838
6500	0.6699274193548387
6550	0.6621774193548389
6600	0.663316129032258
6650	0.6618435483870968
6700	0.6585499999999996
6750	0.6573322580645162
6800	0.6565983870967741
6850	0.6515370967741936
6900	0.6434564516129031
6950	0.6434790322580642
7000	0.6409096774193548
7050	0.6412741935483871
7100	0.6398999999999999
7150	0.634975806451613
7200	0.6353951612903224
7250	0.6241548387096776
7300	0.623183870967742
7350	0.6213467741935483
7400	0.620148387096774
7450	0.6191870967741935
7500	0.6120548387096777
7550	0.6121854838709676
7600	0.6129645161290321
7650	0.6131516129032262
7700	0.613035483870968
7750	0.6126806451612905
7800	0.6134467741935484
7850	0.6142790322580646
7900	0.6118516129032258
7950	0.6123725806451613
8000	0.6098580645161288
8050	0.6090887096774192
8100	0.6062580645161292
8150	0.607417741935484
8200	0.606991935483871
8250	0.6067032258064519
8300	0.6031887096774192
8350	0.6029064516129033
8400	0.601916129032258
8450	0.6026790322580645
8500	0.6026241935483871
8550	0.6004048387096774
8600	0.6001500000000002
8650	0.5991677419354838
8700	0.5969838709677419
8750	0.5956532258064514
8800	0.5956483870967743
8850	0.5918887096774195
8900	0.5930903225806453
8950	0.5920548387096773
9000	0.5930806451612901
9050	0.5912629032258064
9100	0.5898306451612905
9150	0.5881612903225807
9200	0.5876612903225806
9250	0.5881451612903227
9300	0.5870370967741935
9350	0.5870709677419356
9400	0.5869467741935482
9450	0.5835661290322577
9500	0.5713048387096772
9550	0.5704967741935483
9600	0.5709806451612904
9650	0.5707032258064516
9700	0.5713887096774194
9750	0.5615290322580645
9800	0.5597145161290323
9850	0.5579338709677419
9900	0.5575532258064516
9950	0.5543
