t	a(t)
1000	20.738170967741944
1050	20.971503225806458
1100	21.000153225806457
1150	21.0102935483871
1200	21.12772419354839
1250	21.362035483870965
1300	21.267914516129036
1350	21.418950000000002
1400	21.61681935483871
1450	21.48680322580645
1500	21.583159677419356
1550	21.795969354838718
1600	22.085270967741938
1650	22.140595161290324
1700	22.403483870967733
1750	22.766133870967742
1800	22.992675806451615
1850	23.068556451612906
1900	23.082049999999995
1950	22.85936774193548
2000	22.956611290322584
2050	22.977838709677417
2100	22.93094032258065
2150	23.09890161290323
2200	23.17928870967742
2250	23.376433870967745
2300	23.37593225806452
2350	23.405001612903224
2400	23.570624193548387
2450	23.687793548387095
2500	23.911603225806445
2550	24.099125806451617
2600	24.22263548387097
2650	24.310396774193556
2700	24.367161290322574
2750	24.44599193548387
2800	24.55080967741936
2850	24.4610435483871
2900	24.498187096774203
2950	24.555295161290328
3000	24.33617258064516
3050	24.253822580645156
3100	24.378975806451606
3150	24.549466129032254
3200	24.632753225806457
3250	24.7718370967742
3300	24.761659677419352
3350	24.839075806451618
3400	24.8520870967742
3450	24.863143548387104
3500	24.96996451612903
3550	25.059048387096762
3600	25.005440322580643
3650	24.968512903225804
3700	24.99128387096774
3750	25.122767741935483
3800	25.13425645161291
3850	25.172325806451617
3900	25.16878225806452
3950	25.2311564516129
4000	25.20865483870967
4050	25.220183870967738
4100	25.288835483870972
4150	25.376062903225815
4200	25.437514516129028
4250	25.439511290322578
4300	25.434375806451612
4350	25.575080645161297
4400	25.625516129032263
4450	25.69036451612903
4500	25.819401612903224
4550	25.85251935483871
4600	25.973356451612904
4650	26.093346774193545
4700	26.06946290322581
4750	26.00463870967742
4800	26.078641935483876
4850	26.127909677419357
4900	26.22373387096774
4950	26.30222741935484
5000	26.273498387096772
5050	26.37891290322581
5100	26.469706451612904
5150	26.481880645161297
5200	26.509841935483877
5250	26.539380645161295
5300	26.57510483870968
5350	26.662153225806453
5400	26.731175806451617
5450	26.803962903225806
5500	26.88211612903226
5550	26.838498387096774
5600	26.790058064516124
5650	26.873729032258073
5700	26.954761290322583
5750	26.959338709677418
5800	26.71359838709678
5850	26.675854838709675
5900	26.670746774193546
5950	26.718319354838712
6000	26.732309677419348
6050	26.798659677419348
6100	26.849001612903216
6150	26.819548387096773
6200	26.834140322580648
6250	26.95688064516128
6300	26.99009677419355
6350	27.076719354838712
6400	27.03548548387097
6450	27.040814516129036
6500	27.010482258064513
6550	26.97604838709677
6600	26.957374193548397
6650	26.994611290322585
6700	27.04179516129033
6750	27.104245161290326
6800	27.175727419354846
6850	27.274741935483874
6900	27.193514516129035
6950	27.0984935483871
7000	27.17159516129032
7050	27.158359677419362
7100	27.130061290322583
7150	27.22396612903226
7200	27.27600483870968
7250	27.330001612903224
7300	27.370811290322575
7350	27.356567741935475
7400	27.333066129032254
7450	27.344717741935487
7500	27.43872580645161
7550	27.413962903225812
7600	27.503080645161294
7650	27.4176435483871
7700	27.436470967741933
7750	27.427729032258064
7800	27.421120967741935
7850	27.515862903225802
7900	27.51310806451613
7950	27.609437096774187
8000	27.651635483870972
8050	27.704027419354833
8100	27.73200483870968
8150	27.730514516129038
8200	27.70266935483871
8250	27.575561290322575
8300	27.587248387096775
8350	27.588787096774194
8400	27.598516129032255
8450	27.66806612903225
8500	27.69289516129032
8550	27.753306451612904
8600	27.811162903225803
8650	27.819832258064523
8700	27.844329032258063
8750	27.84269032258064
8800	27.87490967741935
8850	27.88612258064516
8900	27.932500000000005
8950	27.88856451612903
9000	27.882903225806448
9050	27.752856451612896
9100	27.683587096774197
9150	27.677770967741935
9200	27.62263548387098
9250	27.712306451612907
9300	27.735088709677413
9350	27.77429838709677
9400	27.81726129032258
9450	27.809798387096777
9500	27.824637096774193
9550	27.735351612903234
9600	27.72639032258064
9650	27.714446774193547
9700	27.73212741935484
9750	27.721275806451608
9800	27.756280645161294
9850	27.794775806451604
9900	27.81751290322581
9950	27.700862903225808
