t	s(t)
100	103.84
150	123.83
200	142.89
250	160.62
300	177.92
350	195.1
400	210.39
450	225.2
500	239.61
550	252.75
600	266.51
650	278.38
700	290.12
750	300.97
800	312.77
850	323.75
900	334.48
950	345.88
1000	356.2
1050	366.99
1100	376.69
1150	386.2
1200	395.91
1250	405.78
1300	415.1
1350	424.12
1400	432.84
1450	441.71
1500	450.59
1550	459.04
1600	467.42
1650	475.88
1700	484.25
1750	492.13
1800	500.55
1850	508.96
1900	516.92
1950	525.01
2000	532.7
2050	540.73
2100	549.01
2150	556.4
2200	563.58
2250	571.21
2300	578.5
2350	585.55
2400	593.5
2450	600.87
2500	608.05
2550	615.65
2600	623.36
2650	630.11
2700	637.34
2750	644.23
2800	651.19
2850	658.43
2900	664.88
2950	671.64
3000	677.71
3050	684.54
3100	691.33
3150	697.41
3200	704.01
3250	710.03
3300	716.34
3350	722.64
3400	728.84
3450	735.71
3500	741.88
3550	748.49
3600	754.14
3650	760.23
3700	766.69
3750	772.32
3800	778.75
3850	785.37
3900	791.29
3950	797.51
4000	803.21
4050	809.11
4100	814.43
4150	819.71
4200	825.77
4250	831.25
4300	837.18
4350	842.73
4400	848.34
4450	853.88
4500	859.67
4550	865.61
4600	870.81
4650	876.26
4700	882.07
4750	887.6
4800	893.21
4850	899.01
4900	904.32
4950	909.23
5000	914.66
5050	920.46
5100	926.11
5150	931.54
5200	936.59
5250	941.99
5300	947.28
5350	952.75
5400	958.09
5450	963.65
5500	968.8
5550	973.85
5600	979.26
5650	984.64
5700	989.62
5750	995.71
5800	1000.88
5850	1005.6
5900	1010.62
5950	1015.55
6000	1020.93
6050	1025.24
6100	1030.78
6150	1035.35
6200	1040.3
6250	1045.0
6300	1050.03
6350	1055.23
6400	1060.27
6450	1065.31
6500	1070.11
6550	1075.36
6600	1079.57
6650	1084.29
6700	1089.13
6750	1093.64
6800	1098.21
6850	1102.98
6900	1108.1
6950	1112.83
7000	1117.32
7050	1121.38
7100	1126.44
7150	1130.63
7200	1135.2
7250	1139.22
7300	1144.86
7350	1149.65
7400	1153.23
7450	1158.18
7500	1162.88
7550	1167.15
7600	1171.84
7650	1176.52
7700	1180.68
7750	1185.81
7800	1190.62
7850	1194.41
7900	1198.81
7950	1202.9
8000	1207.58
8050	1213.19
8100	1217.35
8150	1222.55
8200	1227.33
8250	1231.95
8300	1236.69
8350	1241.31
8400	1245.41
8450	1249.49
8500	1253.83
8550	1258.15
8600	1262.69
8650	1266.88
8700	1271.45
8750	1275.6
8800	1279.9
8850	1283.78
8900	1287.95
8950	1291.95
9000	1296.1
9050	1300.78
9100	1304.73
9150	1308.86
9200	1313.38
9250	1317.82
9300	1321.54
9350	1326.12
9400	1330.29
9450	1334.13
9500	1338.31
9550	1342.8
9600	1346.82
9650	1350.93
9700	1355.43
9750	1359.57
9800	1362.94
9850	1367.05
9900	1371.18
9950	1374.94
10000	1378.83
10050	1382.82
10100	1387.34
10150	1391.0
10200	1394.77
10250	1399.02
10300	1403.21
10350	1407.28
10400	1411.72
10450	1416.13
10500	1419.85
10550	1423.99
10600	1428.08
10650	1432.06
10700	1435.73
10750	1440.21
10800	1444.69
10850	1448.75
10900	1452.6
10950	1456.26
11000	1460.15
11050	1464.27
11100	1467.97
11150	1471.65
11200	1474.95
11250	1478.48
11300	1482.72
11350	1486.86
11400	1490.44
11450	1494.08
11500	1497.66
11550	1501.31
11600	1505.34
11650	1508.69
11700	1512.73
11750	1516.55
11800	1520.51
11850	1524.39
11900	1528.35
11950	1532.15
12000	1535.53
12050	1539.36
12100	1543.58
12150	1547.3
12200	1551.45
12250	1554.95
12300	1558.93
12350	1562.78
12400	1566.34
12450	1570.12
12500	1573.86
12550	1577.42
12600	1581.06
12650	1585.02
12700	1588.63
12750	1592.1
12800	1595.82
12850	1599.76
12900	1603.94
12950	1607.46
13000	1611.02
13050	1614.2
13100	1617.97
13150	1621.31
13200	1625.17
13250	1628.35
13300	1632.5
13350	1636.09
13400	1639.51
13450	1643.52
13500	1647.06
13550	1650.96
13600	1654.84
13650	1658.44
13700	1661.38
13750	1664.98
13800	1668.6
13850	1672.21
13900	1675.74
13950	1679.07
14000	1682.46
14050	1685.96
14100	1689.63
14150	1693.26
14200	1696.33
14250	1699.53
14300	1702.68
14350	1706.12
14400	1709.75
14450	1712.56
14500	1715.7
14550	1718.66
14600	1722.41
14650	1725.71
14700	1728.84
14750	1731.76
14800	1735.09
14850	1738.25
14900	1741.45
14950	1745.13
15000	1748.63
15050	1752.18
15100	1756.03
15150	1759.93
15200	1763.39
15250	1766.81
15300	1769.99
15350	1773.28
15400	1776.94
15450	1780.26
15500	1783.58
15550	1786.54
15600	1789.71
15650	1793.66
15700	1797.23
15750	1800.22
15800	1803.43
15850	1806.32
15900	1809.76
15950	1813.78
16000	1817.18
16050	1820.27
16100	1823.62
16150	1827.17
16200	1830.63
16250	1834.06
16300	1837.23
16350	1840.62
16400	1844.18
16450	1847.59
16500	1851.16
16550	1854.33
16600	1857.84
16650	1861.51
16700	1865.03
16750	1868.25
16800	1871.33
16850	1874.69
16900	1878.21
16950	1880.95
17000	1884.1
17050	1887.27
17100	1890.62
17150	1894.04
17200	1897.26
17250	1900.43
17300	1903.23
17350	1906.56
17400	1909.98
17450	1913.57
17500	1917.25
17550	1920.34
17600	1923.38
17650	1926.47
17700	1929.54
17750	1932.63
17800	1935.65
17850	1938.52
17900	1941.73
17950	1944.89
18000	1947.6
18050	1951.15
18100	1954.12
18150	1957.57
18200	1961.19
18250	1964.16
18300	1967.18
18350	1969.76
18400	1972.46
18450	1975.55
18500	1978.83
18550	1982.29
18600	1985.8
18650	1989.01
18700	1992.37
18750	1995.55
18800	1998.62
18850	2001.45
18900	2004.63
18950	2007.82
19000	2010.82
19050	2013.8
19100	2016.82
19150	2019.96
19200	2023.45
19250	2026.8
19300	2030.15
19350	2033.01
19400	2036.31
19450	2039.61
19500	2043.0
19550	2046.03
19600	2049.66
19650	2052.96
19700	2055.99
19750	2058.88
19800	2061.45
19850	2064.58
19900	2067.51
19950	2070.7
20000	2073.61
20050	2076.33
20100	2079.53
20150	2082.0
20200	2084.92
20250	2087.87
20300	2090.99
20350	2094.55
20400	2097.44
20450	2100.2
20500	2103.26
20550	2105.65
20600	2108.98
20650	2112.09
20700	2114.83
20750	2117.89
20800	2120.6
20850	2123.48
20900	2126.08
20950	2129.08
21000	2132.18
21050	2135.43
21100	2138.36
21150	2141.54
21200	2144.28
21250	2147.48
21300	2150.26
21350	2153.35
21400	2156.24
21450	2159.31
21500	2162.2
21550	2164.7
21600	2168.01
21650	2170.96
21700	2173.84
21750	2176.73
21800	2179.58
21850	2182.44
21900	2185.63
21950	2188.28
22000	2190.77
22050	2193.67
22100	2196.48
22150	2199.53
22200	2202.1
22250	2204.52
22300	2207.71
22350	2210.51
22400	2213.11
22450	2216.21
22500	2218.99
22550	2222.08
22600	2224.91
22650	2228.08
22700	2230.7
22750	2233.73
22800	2236.52
22850	2239.74
22900	2242.56
22950	2245.43
23000	2248.09
23050	2251.13
23100	2253.8
23150	2256.87
23200	2259.42
23250	2262.22
23300	2265.46
23350	2268.18
23400	2270.98
23450	2273.74
23500	2276.58
23550	2279.17
23600	2282.35
23650	2285.2
23700	2287.77
23750	2290.74
23800	2293.16
23850	2296.44
23900	2299.58
23950	2302.54
24000	2305.42
24050	2308.06
24100	2310.79
24150	2313.25
24200	2315.95
24250	2318.57
24300	2321.2
24350	2324.18
24400	2326.81
24450	2329.44
24500	2332.06
24550	2335.12
24600	2338.02
24650	2340.85
24700	2343.74
24750	2346.5
24800	2348.95
24850	2351.51
24900	2354.34
24950	2357.07
