t	s(t)
11350	205.2
11400	206.04
11450	206.6
11500	207.3
11550	207.96
11600	208.68
11650	209.24
11700	209.88
11750	210.5
11800	211.28
11850	211.9
11900	212.56
11950	213.1
12000	213.62
12050	213.92
12100	214.6
12150	215.1
12200	215.58
12250	216.02
12300	216.66
12350	217.2
12400	217.68
12450	218.16
12500	218.64
12550	219.18
12600	219.76
12650	220.14
12700	220.8
12750	221.14
12800	221.56
12850	222.08
12900	222.34
12950	223.02
13000	223.54
13050	224.14
13100	224.82
13150	225.42
13200	225.9
13250	226.44
13300	226.84
13350	227.22
13400	227.82
13450	228.52
13500	229.04
13550	229.68
13600	229.94
13650	230.56
13700	230.82
13750	231.3
13800	231.6
13850	232.08
13900	232.54
13950	233.0
14000	233.56
14050	234.06
14100	234.8
14150	235.3
14200	235.82
14250	236.44
14300	237.06
14350	237.44
14400	237.74
14450	238.3
14500	238.7
14550	239.3
14600	240.08
14650	240.64
14700	240.94
14750	241.22
14800	241.84
14850	242.28
14900	242.52
14950	242.92
15000	243.22
15050	243.54
15100	244.3
15150	244.58
15200	245.26
15250	245.68
15300	246.24
15350	246.62
15400	247.02
15450	247.58
15500	248.04
15550	248.74
15600	249.08
15650	249.4
15700	249.9
15750	250.2
15800	250.66
15850	251.1
15900	251.54
15950	252.02
16000	252.32
16050	252.66
16100	253.06
16150	253.52
16200	253.92
16250	254.24
16300	254.82
16350	255.28
16400	255.52
16450	255.94
16500	256.42
16550	256.74
16600	257.12
16650	257.54
16700	258.44
16750	258.9
16800	259.2
16850	259.68
16900	260.02
16950	260.54
17000	260.86
17050	261.28
17100	261.72
17150	262.18
17200	262.58
17250	263.0
17300	263.42
17350	263.7
17400	264.0
17450	264.66
17500	265.3
17550	265.78
17600	266.12
17650	266.6
17700	267.08
17750	267.52
17800	267.82
17850	268.32
17900	268.84
17950	269.44
18000	269.98
18050	270.12
18100	270.6
18150	271.1
18200	271.62
18250	272.14
18300	272.6
18350	273.02
18400	273.28
18450	273.76
18500	274.22
18550	274.6
18600	275.22
18650	275.6
18700	275.88
18750	276.3
18800	276.8
18850	277.14
18900	277.68
18950	278.08
19000	278.64
19050	278.96
19100	279.28
19150	279.74
19200	280.18
19250	280.6
19300	280.98
19350	281.54
19400	282.36
19450	282.68
19500	283.22
19550	283.7
19600	284.06
19650	284.44
19700	284.66
19750	285.14
19800	285.34
19850	285.9
19900	286.36
19950	286.84
20000	287.22
20050	287.62
20100	288.08
20150	288.34
20200	288.82
20250	289.18
20300	289.64
20350	289.94
20400	290.36
20450	290.86
20500	291.28
20550	291.68
20600	292.1
20650	292.4
20700	292.84
20750	293.44
20800	293.96
20850	294.44
20900	294.82
20950	295.32
21000	295.66
21050	295.96
21100	296.46
21150	297.04
21200	297.56
21250	298.14
21300	298.52
21350	298.88
21400	299.46
21450	300.12
21500	300.5
21550	300.82
21600	301.44
21650	301.66
21700	302.02
21750	302.26
21800	302.64
21850	303.16
21900	303.58
21950	303.94
22000	304.4
22050	304.9
22100	305.2
22150	305.64
22200	305.94
22250	306.44
22300	306.94
22350	307.4
22400	307.9
22450	308.44
22500	308.68
22550	309.14
22600	309.48
22650	309.94
22700	310.26
22750	310.88
22800	311.18
22850	311.78
22900	312.16
22950	312.8
23000	313.18
23050	313.58
23100	314.12
23150	314.44
23200	314.94
23250	315.24
23300	315.86
23350	316.28
23400	316.58
23450	316.94
23500	317.28
23550	317.5
23600	318.02
23650	318.5
23700	318.82
23750	319.32
23800	319.86
23850	320.22
23900	320.54
23950	320.88
24000	321.12
24050	321.56
24100	322.06
24150	322.52
24200	322.92
24250	323.22
24300	323.98
24350	324.38
24400	324.92
24450	325.3
24500	325.58
24550	326.08
24600	326.54
24650	326.76
24700	327.18
24750	327.42
24800	327.8
24850	328.42
24900	328.74
24950	329.24
