t	s(t)
14950	959.14
15000	961.0
15050	962.9
15100	964.8
15150	966.36
15200	968.62
15250	970.26
15300	972.52
15350	974.8
15400	976.86
15450	978.56
15500	980.16
15550	981.4
15600	983.44
15650	985.48
15700	987.56
15750	989.2
15800	991.22
15850	992.92
15900	994.7
15950	996.14
16000	997.96
16050	999.86
16100	1001.78
16150	1003.8
16200	1005.18
16250	1006.78
16300	1008.1
16350	1009.88
16400	1011.62
16450	1014.1
16500	1015.82
16550	1018.12
16600	1019.82
16650	1021.8
16700	1023.9
16750	1025.44
16800	1027.46
16850	1029.14
16900	1030.84
16950	1032.58
17000	1034.0
17050	1035.42
17100	1037.46
17150	1039.18
17200	1040.94
17250	1043.42
17300	1044.52
17350	1046.42
17400	1047.84
17450	1049.72
17500	1051.72
17550	1053.26
17600	1055.08
17650	1056.78
17700	1058.04
17750	1059.54
17800	1061.26
17850	1062.88
17900	1064.84
17950	1066.46
18000	1068.1
18050	1069.74
18100	1071.2
18150	1073.2
18200	1075.16
18250	1077.06
18300	1078.54
18350	1080.78
18400	1082.8
18450	1084.62
18500	1085.96
18550	1087.88
18600	1089.68
18650	1091.46
18700	1093.52
18750	1094.94
18800	1096.24
18850	1097.62
18900	1099.06
18950	1100.8
19000	1102.54
19050	1103.92
19100	1106.02
19150	1107.48
19200	1108.94
19250	1110.54
19300	1112.8
19350	1114.34
19400	1115.98
19450	1117.74
19500	1119.52
19550	1121.38
19600	1122.76
19650	1124.16
19700	1125.98
19750	1127.82
19800	1129.46
19850	1131.08
19900	1132.68
19950	1134.76
20000	1136.12
20050	1137.7
20100	1139.44
20150	1141.06
20200	1142.68
20250	1144.38
20300	1146.3
20350	1147.78
20400	1149.18
20450	1151.18
20500	1152.44
20550	1153.6
20600	1155.24
20650	1156.62
20700	1157.76
20750	1159.26
20800	1160.82
20850	1162.54
20900	1164.4
20950	1165.88
21000	1167.42
21050	1169.18
21100	1170.8
21150	1172.02
21200	1173.56
21250	1175.14
21300	1176.58
21350	1178.24
21400	1179.9
21450	1181.56
21500	1183.2
21550	1184.72
21600	1186.24
21650	1187.56
21700	1189.58
21750	1191.18
21800	1192.72
21850	1194.12
21900	1195.68
21950	1197.28
22000	1198.7
22050	1200.5
22100	1202.16
22150	1203.76
22200	1205.34
22250	1206.56
22300	1208.3
22350	1209.8
22400	1211.42
22450	1212.86
22500	1214.48
22550	1216.0
22600	1217.6
22650	1219.02
22700	1220.26
22750	1221.5
22800	1223.08
22850	1224.7
22900	1225.86
22950	1227.34
23000	1228.84
23050	1230.22
23100	1231.74
23150	1233.0
23200	1234.28
23250	1235.98
23300	1237.78
23350	1239.06
23400	1240.88
23450	1242.56
23500	1243.76
23550	1244.74
23600	1246.16
23650	1247.92
23700	1249.18
23750	1250.52
23800	1252.1
23850	1253.22
23900	1254.98
23950	1255.96
24000	1257.7
24050	1259.5
24100	1260.94
24150	1262.62
24200	1264.28
24250	1266.12
24300	1267.44
24350	1269.16
24400	1270.38
24450	1272.04
24500	1273.08
24550	1274.78
24600	1276.18
24650	1277.92
24700	1279.22
24750	1280.78
24800	1282.44
24850	1284.36
24900	1286.12
24950	1287.66
