t	s(t)
50	44.28
100	57.62
150	67.74
200	77.68
250	87.34
300	97.12
350	105.72
400	113.68
450	121.38
500	129.18
550	137.36
600	144.06
650	150.78
700	157.4
750	163.04
800	169.78
850	175.46
900	181.32
950	186.84
1000	192.32
1050	198.86
1100	203.76
1150	209.02
1200	213.9
1250	217.86
1300	222.7
1350	227.34
1400	231.42
1450	236.64
1500	241.1
1550	245.68
1600	251.64
1650	256.62
1700	260.9
1750	265.76
1800	271.22
1850	276.66
1900	281.3
1950	285.82
2000	290.6
2050	295.14
2100	299.38
2150	303.74
2200	307.18
2250	311.34
2300	315.4
2350	320.28
2400	323.78
2450	328.46
2500	332.7
2550	336.64
2600	340.7
2650	344.54
2700	349.12
2750	352.82
2800	356.34
2850	359.98
2900	363.86
2950	367.12
3000	370.42
3050	373.88
3100	376.84
3150	380.3
3200	384.02
3250	387.82
3300	391.56
3350	395.04
3400	398.2
3450	401.64
3500	405.14
3550	408.98
3600	412.76
3650	416.58
3700	419.54
3750	423.32
3800	426.64
3850	430.24
3900	433.42
3950	437.46
4000	440.38
4050	444.02
4100	447.32
4150	450.48
4200	453.94
4250	457.08
4300	460.18
4350	463.14
4400	466.14
4450	469.02
4500	472.08
4550	474.6
4600	477.58
4650	479.98
4700	483.44
4750	486.86
4800	489.48
4850	492.6
4900	495.3
4950	497.96
5000	500.4
5050	503.74
5100	506.74
5150	509.64
5200	513.22
5250	516.06
5300	518.96
5350	521.86
5400	525.58
5450	528.0
5500	530.8
5550	533.8
5600	536.4
5650	539.68
5700	542.44
5750	545.66
5800	548.16
5850	551.0
5900	553.66
5950	555.78
6000	558.4
6050	561.5
6100	564.38
6150	567.16
6200	570.02
6250	572.4
6300	575.24
6350	578.16
6400	580.9
6450	583.62
6500	586.48
6550	589.08
6600	591.66
6650	594.32
6700	596.76
6750	598.9
6800	601.6
6850	604.04
6900	606.54
6950	608.68
7000	611.64
7050	613.82
7100	616.98
7150	619.86
7200	622.26
7250	624.28
7300	626.88
7350	629.06
7400	631.4
7450	633.4
7500	635.52
7550	638.26
7600	641.1
7650	643.22
7700	645.94
7750	648.5
7800	650.62
7850	652.8
7900	655.82
7950	658.14
8000	660.98
8050	663.36
8100	665.4
8150	668.4
8200	670.88
8250	673.46
8300	675.58
8350	677.24
8400	680.04
8450	682.74
8500	685.0
8550	687.06
8600	689.66
8650	692.08
8700	694.66
8750	696.62
8800	698.98
8850	701.08
8900	703.62
8950	706.2
9000	708.38
9050	711.48
9100	713.8
9150	715.98
9200	718.44
9250	721.16
9300	723.8
9350	725.94
9400	728.34
9450	730.64
9500	732.12
9550	734.32
9600	736.38
9650	738.54
9700	740.68
9750	742.86
9800	745.44
9850	747.84
9900	750.04
9950	751.88
10000	754.28
10050	756.38
10100	759.0
10150	761.78
10200	763.9
10250	766.16
10300	768.12
10350	770.34
10400	772.62
10450	774.52
10500	776.64
10550	779.3
10600	782.06
10650	784.66
10700	787.12
10750	789.36
10800	791.1
10850	793.06
10900	794.84
10950	797.64
11000	799.36
11050	801.68
11100	803.64
11150	805.92
11200	808.08
11250	810.56
11300	812.96
11350	814.96
11400	817.2
11450	819.36
11500	822.26
11550	825.22
11600	827.52
11650	829.56
11700	831.6
11750	833.9
11800	836.08
11850	838.16
11900	840.12
11950	842.24
12000	844.1
12050	846.02
12100	848.2
12150	850.46
12200	852.18
12250	853.82
12300	855.78
12350	858.02
12400	860.38
12450	862.74
12500	864.78
12550	866.78
12600	868.68
12650	870.84
12700	873.06
12750	874.88
12800	876.94
12850	878.78
12900	880.5
12950	882.46
13000	884.1
13050	885.88
13100	888.02
13150	889.72
13200	892.2
13250	893.98
13300	896.04
13350	897.7
13400	900.38
13450	902.84
13500	904.54
13550	906.42
13600	908.04
13650	910.4
13700	912.26
13750	914.9
13800	916.76
13850	919.02
13900	921.0
13950	923.06
14000	924.66
14050	926.48
14100	928.52
14150	930.58
14200	932.88
14250	934.98
14300	936.38
14350	937.86
14400	939.36
14450	941.02
14500	942.86
14550	944.62
14600	946.94
14650	948.62
14700	950.06
14750	951.64
14800	953.54
14850	955.32
14900	957.4
