t	s(t)
50	41.28
100	54.19
150	65.39
200	75.47
250	84.54
300	92.61
350	100.44
400	108.82
450	116.16
500	123.18
550	130.03
600	136.35
650	142.68
700	148.86
750	154.86
800	160.78
850	166.92
900	172.33
950	178.0
1000	183.25
1050	188.59
1100	193.79
1150	199.01
1200	204.16
1250	209.03
1300	213.26
1350	217.67
1400	222.53
1450	227.28
1500	232.08
1550	236.69
1600	241.3
1650	245.81
1700	249.85
1750	253.54
1800	257.75
1850	262.2
1900	266.5
1950	270.42
2000	274.82
2050	278.42
2100	282.47
2150	286.62
2200	290.49
2250	294.46
2300	298.34
2350	302.46
2400	306.36
2450	309.9
2500	313.32
2550	317.1
2600	321.05
2650	324.77
2700	328.06
2750	331.71
2800	335.13
2850	338.96
2900	342.59
2950	346.29
3000	349.86
3050	353.28
3100	356.87
3150	360.5
3200	364.29
3250	367.65
3300	370.93
3350	374.08
3400	377.56
3450	380.7
3500	383.87
3550	387.3
3600	390.39
3650	393.26
3700	396.56
3750	399.86
3800	402.94
3850	406.16
3900	408.94
3950	411.75
4000	414.48
4050	417.44
4100	420.51
4150	423.54
4200	426.47
4250	429.12
4300	431.95
4350	434.67
4400	437.46
4450	440.28
4500	443.18
4550	446.39
4600	449.23
4650	451.74
4700	454.59
4750	457.37
4800	460.42
4850	463.4
4900	466.15
4950	468.91
5000	471.69
5050	474.62
5100	477.49
5150	480.11
5200	482.65
5250	485.39
5300	487.96
5350	490.65
5400	493.44
5450	495.96
5500	498.72
5550	501.6
5600	503.94
5650	506.73
5700	509.21
5750	511.82
5800	514.63
5850	517.48
5900	520.1
5950	522.87
6000	525.52
6050	528.1
6100	530.8
6150	533.36
6200	535.85
6250	538.7
6300	541.0
6350	543.61
6400	546.22
6450	548.74
6500	551.16
6550	553.78
6600	556.19
6650	558.66
6700	561.16
6750	563.73
6800	566.22
6850	568.63
6900	570.78
6950	572.94
7000	575.18
7050	577.55
7100	579.79
7150	582.23
7200	584.49
7250	586.65
7300	589.11
7350	591.42
7400	593.86
7450	596.19
7500	598.59
7550	600.94
7600	603.46
7650	605.82
7700	608.41
7750	610.62
7800	612.65
