t	s(t)
7850	614.9
7900	616.89
7950	619.04
8000	621.08
8050	623.52
8100	625.69
8150	627.84
8200	629.79
8250	632.08
8300	634.44
8350	636.64
8400	638.76
8450	641.33
8500	643.52
8550	646.01
8600	648.2
8650	650.27
8700	652.17
8750	654.35
8800	656.65
8850	658.8
8900	660.93
8950	663.02
9000	665.15
9050	667.16
9100	669.53
9150	671.69
9200	674.04
9250	675.86
9300	678.16
9350	680.14
9400	682.33
9450	684.23
9500	686.03
9550	687.81
9600	689.9
9650	692.09
9700	694.02
9750	696.16
9800	698.48
9850	700.42
9900	702.86
9950	704.91
10000	706.74
10050	708.68
10100	710.84
10150	712.75
10200	714.93
10250	717.1
10300	719.3
10350	721.44
10400	723.45
10450	725.31
10500	727.21
10550	729.19
10600	731.14
10650	732.69
10700	734.73
10750	736.67
10800	738.55
10850	740.48
10900	742.34
10950	744.47
11000	746.39
11050	748.26
11100	750.36
11150	752.3
11200	754.52
11250	756.39
11300	758.29
11350	760.18
11400	762.28
11450	764.29
11500	766.38
11550	768.19
11600	770.08
11650	772.25
11700	774.05
11750	775.89
11800	777.59
11850	779.44
11900	781.39
11950	783.28
12000	785.23
12050	786.88
12100	788.7
12150	790.49
12200	792.28
12250	794.21
12300	796.04
12350	797.85
12400	799.82
12450	801.69
12500	803.71
12550	805.77
12600	807.67
12650	809.59
12700	811.34
12750	813.02
12800	814.96
12850	816.86
12900	818.81
12950	820.74
13000	822.76
13050	824.78
13100	826.51
13150	828.17
13200	830.03
13250	831.84
13300	833.55
13350	834.96
13400	836.95
13450	838.6
13500	840.39
13550	842.11
13600	843.83
13650	845.59
13700	847.4
13750	849.33
13800	851.03
13850	852.72
13900	854.57
13950	856.36
14000	858.18
14050	860.1
14100	861.7
14150	863.5
14200	865.52
14250	867.26
14300	869.02
14350	870.81
14400	872.79
14450	874.75
14500	876.49
14550	878.52
14600	880.09
14650	881.84
14700	883.48
14750	885.29
14800	887.25
14850	889.1
14900	891.41
14950	893.09
15000	894.85
15050	896.5
15100	898.19
15150	899.94
15200	901.52
15250	903.13
15300	904.89
15350	906.65
15400	908.42
15450	910.0
15500	911.99
15550	913.56
15600	915.27
15650	916.85
15700	918.39
15750	920.15
15800	921.86
15850	923.4
15900	925.02
15950	926.73
16000	928.49
16050	930.16
16100	931.86
16150	933.63
16200	935.08
16250	936.91
16300	938.33
16350	940.06
16400	942.1
16450	943.76
16500	945.4
16550	947.12
16600	948.78
16650	950.56
16700	952.07
16750	953.71
16800	955.16
16850	956.92
16900	958.7
16950	960.35
17000	962.01
17050	963.46
17100	965.15
17150	966.83
17200	968.21
17250	969.93
17300	971.41
17350	973.37
17400	975.02
17450	976.63
17500	978.01
17550	979.68
17600	981.45
17650	983.11
17700	984.89
17750	986.56
17800	987.96
17850	989.44
17900	990.95
17950	992.44
18000	994.22
18050	995.71
18100	997.13
18150	998.91
18200	1000.53
18250	1002.16
18300	1003.86
18350	1005.44
18400	1007.26
18450	1008.87
18500	1010.39
18550	1011.79
18600	1013.18
18650	1015.02
18700	1016.57
18750	1018.16
18800	1019.76
18850	1021.27
18900	1023.06
18950	1024.63
19000	1026.26
19050	1027.54
19100	1029.08
19150	1030.78
19200	1032.16
19250	1033.63
19300	1035.43
19350	1036.82
19400	1038.14
19450	1040.11
19500	1041.79
19550	1043.39
19600	1044.85
19650	1046.44
19700	1048.15
19750	1049.55
19800	1051.16
19850	1052.85
19900	1054.14
19950	1055.6
20000	1057.52
20050	1059.19
20100	1061.03
20150	1062.89
20200	1064.41
20250	1066.02
20300	1067.61
20350	1069.16
20400	1070.81
20450	1072.51
20500	1073.86
20550	1075.51
20600	1077.05
20650	1078.48
20700	1079.77
20750	1081.22
20800	1082.65
20850	1084.17
20900	1085.46
20950	1086.85
21000	1088.35
21050	1090.04
21100	1091.39
21150	1092.74
21200	1094.24
21250	1095.87
21300	1097.27
21350	1098.61
21400	1100.08
21450	1101.69
21500	1103.04
21550	1104.81
21600	1106.16
21650	1107.62
21700	1109.02
21750	1110.49
21800	1111.98
21850	1113.54
21900	1114.88
21950	1116.19
22000	1117.65
22050	1119.1
22100	1120.67
22150	1122.3
22200	1123.88
22250	1125.65
22300	1127.07
22350	1128.61
22400	1130.11
22450	1131.62
22500	1133.19
22550	1134.6
22600	1135.91
22650	1137.34
22700	1138.78
22750	1140.21
22800	1141.57
22850	1142.82
22900	1144.14
22950	1145.7
23000	1146.71
23050	1148.1
23100	1149.83
23150	1151.13
23200	1152.36
23250	1153.43
23300	1154.8
23350	1156.28
23400	1158.11
23450	1159.66
23500	1161.07
23550	1162.47
23600	1163.9
23650	1165.23
23700	1166.77
23750	1168.16
23800	1169.6
23850	1171.04
23900	1172.22
23950	1173.54
24000	1174.87
24050	1176.61
24100	1178.15
24150	1179.54
24200	1181.02
24250	1182.32
24300	1183.68
24350	1184.98
24400	1186.64
24450	1187.95
24500	1189.56
24550	1190.8
24600	1191.97
24650	1193.42
24700	1194.78
24750	1196.14
24800	1197.38
24850	1198.86
24900	1200.43
24950	1202.09
