t	s(t)
100	39.65
150	47.48
200	54.77
250	61.96
300	68.21
350	74.47
400	79.51
450	84.71
500	89.85
550	94.92
600	100.12
650	104.47
700	108.94
750	113.0
800	117.59
850	121.9
900	125.77
950	129.72
1000	133.68
1050	137.37
1100	141.41
1150	145.11
1200	148.68
1250	152.62
1300	155.98
1350	159.24
1400	162.65
1450	165.88
1500	169.26
1550	172.51
1600	175.97
1650	179.14
1700	182.51
1750	185.77
1800	188.56
1850	191.71
1900	194.57
1950	197.45
2000	200.54
2050	203.33
2100	206.09
2150	208.89
2200	211.89
2250	214.85
2300	217.52
2350	220.41
2400	223.12
2450	225.64
2500	228.31
2550	230.8
2600	233.34
2650	235.9
2700	238.29
2750	241.18
2800	243.83
2850	246.38
2900	249.09
2950	251.9
3000	254.59
3050	256.88
3100	259.07
3150	261.51
3200	263.98
3250	266.37
3300	268.69
3350	271.15
3400	273.6
3450	275.83
3500	278.11
3550	280.63
3600	282.85
3650	285.16
3700	287.62
3750	290.16
3800	292.36
3850	294.54
3900	296.48
3950	298.54
4000	300.69
4050	303.07
4100	305.22
4150	307.05
4200	308.88
4250	310.87
4300	312.88
4350	314.96
4400	317.15
4450	319.15
4500	321.21
4550	323.35
4600	325.64
4650	327.77
4700	329.91
4750	331.85
4800	333.96
4850	336.16
4900	338.33
4950	340.39
5000	342.13
5050	343.92
5100	345.73
5150	347.69
5200	349.83
5250	351.73
5300	353.65
5350	355.9
5400	357.97
5450	360.1
5500	362.1
5550	363.89
5600	365.7
5650	367.56
5700	369.41
5750	371.22
5800	373.2
5850	375.24
5900	377.29
5950	379.07
6000	381.04
6050	382.98
6100	384.66
6150	386.71
6200	388.54
6250	390.35
6300	392.42
6350	394.36
6400	395.99
6450	397.77
6500	399.65
6550	401.42
6600	403.18
6650	404.92
6700	406.75
6750	408.49
6800	410.28
6850	411.87
6900	413.71
6950	415.57
7000	417.24
7050	419.26
7100	420.86
7150	422.67
7200	424.73
7250	426.38
7300	427.92
7350	429.47
7400	431.48
7450	433.24
7500	434.71
7550	436.45
7600	438.17
7650	439.86
7700	441.66
7750	443.13
7800	444.95
7850	446.61
7900	448.51
7950	450.04
8000	451.81
8050	453.46
8100	455.01
8150	456.67
8200	458.34
8250	460.2
8300	461.48
8350	462.88
8400	464.32
8450	466.01
8500	467.43
8550	468.82
8600	470.25
8650	472.01
8700	473.55
8750	475.14
8800	476.71
8850	478.34
8900	480.01
8950	481.45
9000	483.04
9050	484.37
9100	485.81
9150	487.45
9200	488.72
9250	490.35
9300	491.84
9350	493.4
9400	494.58
9450	495.83
9500	497.15
9550	498.57
9600	500.1
9650	501.7
9700	503.11
9750	504.57
9800	505.96
9850	507.62
9900	509.18
9950	510.65
10000	512.05
10050	513.59
10100	515.01
10150	516.38
10200	517.82
10250	519.23
10300	520.39
10350	521.67
10400	522.91
10450	524.33
10500	525.83
10550	527.34
10600	528.78
10650	530.32
10700	531.76
10750	533.23
10800	534.76
10850	536.16
10900	537.53
10950	538.94
11000	540.43
11050	541.74
11100	543.21
11150	544.27
11200	545.73
11250	547.37
11300	548.67
11350	550.2
11400	551.52
11450	552.95
11500	554.22
11550	555.75
11600	557.0
11650	558.48
11700	559.78
11750	561.06
11800	562.64
11850	564.06
11900	565.6
11950	566.75
12000	568.13
12050	569.5
12100	570.71
12150	572.01
12200	573.6
12250	575.11
12300	576.62
12350	577.66
12400	579.04
12450	580.89
12500	582.34
12550	583.74
12600	585.03
12650	586.33
12700	587.53
12750	588.98
12800	590.44
12850	591.81
12900	593.12
12950	594.43
13000	595.72
13050	596.95
13100	598.28
13150	599.5
13200	600.87
13250	602.0
13300	603.33
13350	604.51
13400	605.71
13450	606.95
13500	608.17
13550	609.52
13600	610.73
13650	612.01
13700	613.14
13750	614.38
13800	615.22
13850	616.4
13900	617.68
13950	619.31
14000	620.57
14050	621.88
14100	623.08
14150	624.4
14200	625.79
14250	627.12
14300	628.34
14350	629.72
14400	630.95
14450	632.22
14500	633.79
14550	635.18
14600	636.47
14650	637.58
14700	638.88
14750	640.14
14800	641.62
14850	642.65
14900	643.83
14950	645.24
15000	646.52
15050	647.62
15100	648.77
15150	649.91
15200	651.33
15250	652.43
15300	653.72
15350	654.98
15400	656.21
15450	657.25
15500	658.52
15550	659.94
15600	661.1
15650	662.37
15700	663.62
15750	664.69
15800	665.84
15850	667.02
15900	668.31
15950	669.66
16000	670.78
16050	671.77
16100	672.9
16150	674.05
16200	675.41
16250	676.59
16300	677.8
16350	679.08
16400	680.29
16450	681.55
16500	682.87
16550	684.03
16600	685.07
16650	686.38
16700	687.67
16750	688.89
16800	690.01
16850	691.18
16900	692.07
16950	692.86
17000	694.06
17050	695.43
17100	696.48
17150	697.66
17200	698.98
17250	700.31
17300	701.43
17350	702.7
17400	703.76
17450	704.73
17500	705.95
17550	707.09
17600	708.25
17650	709.19
17700	710.31
17750	711.49
17800	712.54
17850	713.8
17900	714.7
17950	715.94
18000	717.24
18050	718.63
18100	719.82
18150	720.82
18200	722.0
18250	723.05
18300	724.3
18350	725.27
18400	726.46
18450	727.68
18500	728.95
18550	730.22
18600	731.22
18650	732.34
18700	733.85
18750	735.06
18800	736.26
18850	737.53
18900	738.78
18950	739.72
19000	740.88
19050	742.02
19100	743.1
19150	744.12
19200	745.29
19250	746.7
19300	747.82
19350	749.06
19400	750.26
19450	751.23
19500	752.37
19550	753.34
19600	754.33
19650	755.47
19700	756.55
19750	757.66
19800	758.81
19850	759.76
