t	s(t)
10750	1746.07
10800	1750.8
10850	1755.7
10900	1760.16
10950	1765.04
11000	1770.03
11050	1774.83
11100	1779.59
11150	1784.32
11200	1789.27
11250	1794.11
11300	1798.86
11350	1803.35
11400	1808.17
11450	1812.61
11500	1817.87
11550	1822.62
11600	1827.18
11650	1831.9
11700	1836.59
11750	1840.81
11800	1845.05
11850	1849.93
11900	1854.26
11950	1858.89
12000	1863.29
12050	1868.02
12100	1872.59
12150	1877.08
12200	1881.43
12250	1885.98
12300	1890.56
12350	1894.83
12400	1899.42
12450	1903.67
12500	1908.57
12550	1912.89
12600	1917.2
12650	1921.39
12700	1926.26
12750	1930.84
12800	1935.55
12850	1939.7
12900	1944.71
12950	1949.41
13000	1953.98
13050	1958.4
13100	1963.1
13150	1967.24
13200	1971.96
13250	1976.5
13300	1981.06
13350	1985.99
13400	1990.69
13450	1995.26
13500	1999.79
13550	2004.24
13600	2008.05
13650	2012.92
13700	2017.28
13750	2021.25
13800	2025.61
13850	2029.81
13900	2033.83
13950	2037.79
14000	2042.01
14050	2046.35
14100	2050.8
14150	2054.65
14200	2058.95
14250	2063.0
14300	2067.43
14350	2071.52
14400	2075.77
14450	2079.63
14500	2083.52
14550	2087.78
14600	2092.26
14650	2096.65
14700	2100.87
14750	2105.15
14800	2109.26
14850	2113.29
14900	2117.82
14950	2122.26
15000	2126.09
15050	2130.64
15100	2134.86
15150	2139.2
15200	2143.13
15250	2147.7
15300	2151.71
15350	2155.9
15400	2159.92
15450	2164.23
15500	2168.2
15550	2172.23
15600	2176.64
15650	2180.77
15700	2185.61
15750	2190.07
15800	2194.49
15850	2198.79
15900	2202.92
15950	2206.62
16000	2210.81
16050	2214.81
16100	2218.96
16150	2222.76
16200	2227.05
16250	2231.22
16300	2235.33
16350	2239.32
16400	2243.44
16450	2248.08
16500	2252.05
16550	2255.9
16600	2259.69
16650	2263.94
16700	2268.17
16750	2272.47
16800	2276.52
16850	2280.37
16900	2284.66
16950	2288.75
17000	2292.88
17050	2296.64
17100	2300.84
17150	2304.7
17200	2308.79
17250	2312.51
17300	2316.08
17350	2319.94
17400	2323.94
17450	2327.97
17500	2331.83
17550	2335.94
17600	2339.71
17650	2343.33
17700	2347.4
17750	2351.53
17800	2355.61
17850	2359.33
17900	2363.24
17950	2367.05
18000	2371.16
18050	2374.79
18100	2378.4
18150	2382.21
18200	2386.1
18250	2390.08
18300	2394.08
18350	2397.86
18400	2401.58
18450	2405.0
18500	2409.03
18550	2412.83
18600	2416.51
18650	2420.0
18700	2423.9
18750	2427.63
18800	2431.52
18850	2435.17
18900	2439.14
18950	2442.76
19000	2446.51
19050	2450.18
19100	2454.0
19150	2457.93
19200	2462.2
19250	2465.84
19300	2469.25
19350	2473.29
19400	2477.06
19450	2480.75
19500	2484.45
19550	2487.98
19600	2491.7
19650	2495.26
19700	2498.9
19750	2502.51
19800	2506.31
19850	2509.73
19900	2513.37
19950	2517.33
20000	2520.9
20050	2524.34
20100	2527.83
20150	2531.8
20200	2534.98
20250	2538.73
20300	2542.18
20350	2545.97
20400	2549.62
20450	2553.46
20500	2557.72
20550	2561.33
20600	2565.24
20650	2568.58
20700	2572.16
20750	2575.7
20800	2579.23
20850	2582.59
20900	2586.21
20950	2589.85
21000	2593.65
21050	2597.08
21100	2600.79
21150	2604.53
21200	2607.83
21250	2611.71
21300	2615.23
21350	2618.93
21400	2622.33
21450	2626.07
21500	2629.56
21550	2633.58
21600	2637.15
21650	2640.69
21700	2644.09
21750	2647.65
21800	2651.22
21850	2654.79
21900	2658.53
21950	2662.13
22000	2665.52
22050	2668.7
22100	2672.5
22150	2675.87
22200	2679.14
22250	2682.37
22300	2685.88
22350	2689.21
22400	2693.03
22450	2696.65
22500	2700.09
22550	2703.6
22600	2707.26
22650	2710.97
22700	2714.68
22750	2718.08
22800	2721.55
22850	2725.36
22900	2728.81
22950	2732.27
23000	2736.07
23050	2739.2
23100	2742.76
23150	2746.41
23200	2749.95
23250	2753.37
23300	2756.71
23350	2760.35
23400	2763.8
23450	2767.46
23500	2770.89
23550	2774.21
23600	2777.57
23650	2781.06
23700	2784.93
23750	2788.34
23800	2791.66
23850	2794.87
23900	2798.44
23950	2801.69
24000	2804.85
24050	2808.61
24100	2811.99
24150	2815.55
24200	2818.72
24250	2822.13
24300	2825.25
24350	2828.77
24400	2832.16
24450	2835.77
24500	2839.26
24550	2842.59
24600	2846.02
24650	2849.06
24700	2852.48
24750	2855.73
24800	2859.18
24850	2862.34
24900	2865.79
24950	2869.17
