t	b(t)
50	3.083176
100	2.748292
150	2.5797
200	2.452512
250	2.380338
300	2.306626
350	2.2225580000000007
400	2.085206
450	1.9669900000000005
500	1.885072
550	1.7419420000000005
600	1.6915899999999997
650	1.6991119999999997
700	1.6581039999999994
750	1.6042140000000003
800	1.5912560000000004
850	1.5802079999999998
900	1.5449959999999996
950	1.5390839999999997
1000	1.501684
1050	1.465038
1100	1.4576440000000002
1150	1.46647
1200	1.4518699999999998
1250	1.4435359999999997
1300	1.444488
1350	1.4384320000000002
1400	1.4448639999999997
1450	1.399016
1500	1.377536
1550	1.3655660000000003
1600	1.3444040000000002
1650	1.33564
1700	1.3180659999999997
1750	1.314326
1800	1.2841319999999998
1850	1.2662219999999997
1900	1.2622600000000004
1950	1.1993580000000004
2000	1.1545420000000002
2050	1.132308
2100	1.1227520000000002
2150	1.12301
2200	1.126356
2250	1.1205539999999998
2300	1.120298
2350	1.1013860000000002
2400	1.1095239999999997
2450	1.086658
2500	1.08333
2550	1.0774159999999997
2600	1.07337
2650	1.067124
2700	1.06046
2750	1.0608059999999995
2800	1.0464639999999998
2850	1.0373759999999999
2900	0.993036
2950	0.9888079999999997
3000	0.9843480000000002
3050	0.979054
3100	0.978024
3150	0.9781480000000004
3200	0.97344
3250	0.9764160000000003
3300	0.9513719999999999
3350	0.9499420000000001
3400	0.9510680000000002
3450	0.9499939999999998
3500	0.9497099999999999
3550	0.9372860000000002
3600	0.937018
3650	0.930568
3700	0.934814
3750	0.9349679999999999
3800	0.9335720000000001
3850	0.931666
3900	0.9329020000000005
3950	0.92818
4000	0.9263000000000001
4050	0.9271319999999998
4100	0.899166
4150	0.897506
4200	0.8947720000000001
4250	0.8936660000000002
4300	0.8937000000000002
4350	0.8954580000000001
4400	0.8959059999999998
4450	0.89788
4500	0.8987800000000001
4550	0.8988820000000001
4600	0.881466
4650	0.8723540000000001
4700	0.8676480000000001
4750	0.8653040000000002
4800	0.8702759999999999
4850	0.8715499999999998
4900	0.8744639999999997
4950	0.87575
5000	0.8784080000000002
5050	0.8757319999999998
5100	0.873578
5150	0.874502
5200	0.8594140000000001
5250	0.8628959999999999
5300	0.860908
5350	0.8589380000000001
5400	0.8536780000000002
5450	0.8560560000000002
5500	0.8584380000000001
5550	0.8598080000000001
