t	s(t)
50	92.61290322580645
100	123.8225806451613
150	150.6290322580645
200	175.7258064516129
250	199.48387096774192
300	222.6451612903226
350	242.82258064516128
400	263.83870967741933
450	283.01612903225805
500	301.16129032258067
550	317.51612903225805
600	333.741935483871
650	350.2741935483871
700	366.5
750	381.8709677419355
800	397.5967741935484
850	413.14516129032256
900	428.69354838709677
950	441.98387096774195
1000	455.741935483871
1050	469.56451612903226
1100	483.4193548387097
1150	496.0
1200	509.2741935483871
1250	522.3548387096774
1300	534.1451612903226
1350	546.0322580645161
1400	558.6935483870968
1450	570.5483870967741
1500	581.5967741935484
1550	593.3548387096774
1600	604.1612903225806
1650	615.6935483870968
1700	627.3225806451613
1750	638.2258064516129
1800	648.9354838709677
1850	660.1290322580645
1900	671.2258064516129
1950	681.3548387096774
2000	691.8870967741935
2050	702.983870967742
2100	714.1774193548387
2150	724.3225806451613
2200	735.258064516129
2250	745.2741935483871
2300	755.241935483871
2350	764.3548387096774
2400	774.0
2450	784.4516129032259
2500	794.3387096774194
2550	804.4193548387096
2600	813.6129032258065
2650	822.9516129032259
2700	832.6451612903226
2750	841.5645161290323
2800	850.9032258064516
2850	859.6612903225806
2900	868.016129032258
2950	876.4032258064516
3000	885.5483870967741
3050	894.7096774193549
3100	904.1935483870968
3150	912.5645161290323
3200	921.6129032258065
3250	931.1129032258065
3300	940.1129032258065
3350	948.3064516129032
3400	956.6451612903226
3450	965.0645161290323
3500	973.8064516129032
3550	983.4516129032259
3600	992.0
3650	1000.9193548387096
3700	1008.7258064516129
3750	1016.7903225806451
3800	1024.983870967742
3850	1034.4516129032259
3900	1042.6935483870968
3950	1050.9354838709678
4000	1059.8387096774193
4050	1067.6290322580646
4100	1075.967741935484
4150	1083.032258064516
4200	1090.5483870967741
4250	1097.9193548387098
4300	1105.5483870967741
4350	1113.6774193548388
4400	1121.725806451613
4450	1129.3387096774193
4500	1136.5483870967741
4550	1143.8064516129032
4600	1151.3870967741937
4650	1159.0483870967741
4700	1166.6129032258063
4750	1174.483870967742
4800	1182.4032258064517
4850	1189.5806451612902
4900	1196.4516129032259
4950	1204.032258064516
5000	1211.9032258064517
5050	1219.3064516129032
5100	1226.0
5150	1233.5
5200	1240.532258064516
5250	1247.983870967742
5300	1254.6129032258063
5350	1261.6290322580646
5400	1268.516129032258
5450	1275.6774193548388
5500	1282.983870967742
5550	1289.032258064516
5600	1295.5967741935483
5650	1302.5645161290322
5700	1309.3548387096773
5750	1316.483870967742
5800	1323.0645161290322
5850	1330.2096774193549
5900	1337.0645161290322
5950	1343.4032258064517
6000	1350.3548387096773
6050	1357.3064516129032
6100	1364.1935483870968
6150	1370.274193548387
6200	1376.3064516129032
6250	1382.967741935484
6300	1390.5
6350	1396.258064516129
6400	1402.983870967742
6450	1409.741935483871
6500	1416.8709677419354
6550	1423.7096774193549
6600	1430.7096774193549
6650	1437.5806451612902
6700	1444.983870967742
6750	1451.6129032258063
6800	1459.1451612903227
6850	1466.4354838709678
6900	1473.0967741935483
6950	1479.1935483870968
7000	1485.3870967741937
7050	1491.3387096774193
7100	1497.6290322580646
7150	1504.0967741935483
7200	1509.5483870967741
7250	1516.5806451612902
7300	1523.225806451613
7350	1529.3064516129032
7400	1535.967741935484
7450	1541.9354838709678
7500	1549.0
7550	1555.9354838709678
7600	1561.758064516129
7650	1568.0806451612902
7700	1574.2096774193549
7750	1580.6129032258063
7800	1587.274193548387
7850	1593.4032258064517
7900	1599.225806451613
7950	1605.0483870967741
8000	1611.467741935484
8050	1617.8387096774193
8100	1624.016129032258
8150	1630.1612903225807
8200	1636.1290322580646
8250	1641.774193548387
8300	1647.8709677419354
8350	1653.467741935484
8400	1659.8064516129032
8450	1665.3709677419354
8500	1670.725806451613
8550	1676.6774193548388
8600	1682.6451612903227
8650	1688.4032258064517
8700	1694.1612903225807
8750	1699.9193548387098
8800	1705.2096774193549
8850	1710.3870967741937
8900	1716.774193548387
8950	1722.7096774193549
9000	1728.5483870967741
9050	1734.9354838709678
9100	1740.5967741935483
9150	1746.0967741935483
9200	1751.774193548387
9250	1757.6451612903227
9300	1763.4354838709678
9350	1769.3064516129032
9400	1775.5645161290322
9450	1781.1451612903227
9500	1787.1612903225807
9550	1793.4516129032259
9600	1798.8709677419354
9650	1803.967741935484
9700	1809.1935483870968
9750	1814.8870967741937
9800	1820.9193548387098
9850	1826.5
9900	1832.274193548387
9950	1837.774193548387
