t	s(t)
50	124.32
100	212.0
150	283.82
200	345.97
250	404.79
300	457.35
350	506.7
400	553.16
450	599.01
500	643.74
550	684.39
600	723.61
650	762.27
700	800.47
750	838.08
800	874.98
850	910.78
900	945.02
950	977.65
1000	1009.21
1050	1041.56
1100	1073.74
1150	1104.15
1200	1133.73
1250	1163.43
1300	1192.77
1350	1222.58
1400	1251.47
1450	1279.43
1500	1306.94
1550	1333.71
1600	1360.27
1650	1387.05
1700	1413.82
1750	1438.78
1800	1464.64
1850	1489.54
1900	1514.8
1950	1540.32
2000	1564.85
2050	1589.0
2100	1613.02
2150	1636.79
2200	1660.84
2250	1684.62
2300	1707.87
2350	1730.84
2400	1754.11
2450	1776.89
2500	1797.87
2550	1818.71
2600	1840.46
2650	1862.71
2700	1884.56
2750	1905.31
2800	1927.12
2850	1948.47
2900	1969.65
2950	1989.19
3000	2010.3
3050	2030.93
3100	2050.64
3150	2071.4
3200	2091.5
3250	2111.66
3300	2131.99
3350	2152.0
3400	2173.64
3450	2193.22
3500	2212.52
3550	2232.02
3600	2250.68
3650	2269.85
3700	2289.38
3750	2308.47
3800	2327.58
3850	2346.08
3900	2364.21
3950	2382.23
4000	2399.14
4050	2418.01
4100	2436.58
4150	2454.5
4200	2472.4
4250	2490.31
4300	2507.53
4350	2525.68
4400	2543.35
4450	2561.86
4500	2579.88
4550	2598.02
4600	2616.18
4650	2634.17
4700	2651.79
4750	2669.46
4800	2686.98
4850	2703.9
4900	2721.26
4950	2738.43
5000	2754.59
5050	2771.76
5100	2788.65
5150	2804.88
5200	2821.13
5250	2836.57
5300	2852.51
5350	2869.21
5400	2885.84
5450	2901.75
5500	2919.41
5550	2936.26
5600	2952.08
5650	2968.28
5700	2983.59
5750	2999.49
5800	3014.32
5850	3030.25
5900	3043.84
5950	3060.35
6000	3076.39
6050	3091.6
6100	3107.42
6150	3122.65
6200	3138.37
6250	3153.63
6300	3168.98
6350	3184.75
6400	3200.01
6450	3215.37
6500	3231.45
6550	3246.08
6600	3260.54
6650	3275.89
6700	3290.44
6750	3304.82
6800	3319.34
6850	3333.82
6900	3348.61
6950	3362.63
7000	3377.04
7050	3391.26
7100	3406.32
7150	3420.78
7200	3435.16
7250	3449.79
7300	3464.62
7350	3478.8
7400	3492.83
7450	3507.31
7500	3522.65
7550	3536.89
7600	3550.7
7650	3564.68
7700	3578.92
7750	3593.01
7800	3606.77
7850	3620.41
7900	3633.72
7950	3647.8
8000	3661.64
8050	3675.51
8100	3689.19
8150	3703.15
8200	3716.86
8250	3730.45
8300	3743.54
8350	3756.78
8400	3769.84
8450	3783.09
8500	3797.37
8550	3811.48
8600	3825.05
8650	3838.58
8700	3852.51
8750	3866.53
8800	3880.93
8850	3894.08
8900	3907.4
8950	3921.98
9000	3934.76
9050	3947.3
9100	3959.97
9150	3973.15
9200	3986.65
9250	3999.67
9300	4011.87
9350	4024.75
9400	4038.27
9450	4050.84
9500	4063.67
9550	4076.24
9600	4089.3
9650	4103.5
9700	4116.14
9750	4128.94
9800	4141.56
9850	4154.98
9900	4167.71
9950	4180.59
10000	4193.41
10050	4205.99
10100	4217.95
10150	4230.55
10200	4243.64
10250	4255.97
10300	4268.27
10350	4280.58
10400	4293.64
10450	4306.52
10500	4318.95
10550	4331.99
10600	4344.65
10650	4357.13
10700	4370.1
10750	4381.55
10800	4394.61
10850	4406.6
10900	4419.08
10950	4431.64
11000	4444.15
11050	4456.1
11100	4469.21
11150	4481.14
11200	4493.06
11250	4505.58
11300	4517.81
11350	4529.34
11400	4540.5
11450	4552.25
11500	4564.16
11550	4575.97
11600	4587.45
11650	4599.28
11700	4611.23
11750	4622.62
11800	4634.35
11850	4646.08
11900	4657.11
11950	4669.21
12000	4681.03
12050	4692.04
12100	4703.8
12150	4715.08
12200	4727.16
12250	4739.09
12300	4750.68
12350	4762.58
12400	4775.33
12450	4787.23
12500	4798.75
12550	4809.96
12600	4821.12
12650	4833.03
12700	4844.62
12750	4855.74
12800	4866.79
12850	4878.81
12900	4889.97
12950	4900.68
13000	4912.02
13050	4923.74
13100	4935.05
13150	4946.71
13200	4957.48
13250	4968.76
13300	4980.16
13350	4991.78
13400	5003.11
13450	5014.22
13500	5024.7
13550	5035.95
13600	5046.51
13650	5057.48
13700	5068.63
13750	5080.03
13800	5090.98
13850	5101.76
13900	5113.07
13950	5123.47
14000	5134.36
14050	5145.37
14100	5156.84
14150	5168.13
14200	5179.14
14250	5189.77
14300	5200.17
14350	5210.92
14400	5221.29
14450	5231.94
14500	5242.68
14550	5253.68
14600	5265.5
14650	5276.5
14700	5287.31
14750	5298.47
14800	5309.01
14850	5320.01
14900	5330.29
14950	5341.03
15000	5351.29
15050	5361.87
15100	5373.06
15150	5384.22
15200	5394.91
15250	5405.46
15300	5416.63
15350	5427.34
15400	5437.87
15450	5448.31
15500	5458.68
15550	5469.13
15600	5479.49
15650	5490.6
15700	5501.36
15750	5512.11
15800	5522.25
15850	5532.23
15900	5542.91
15950	5553.63
16000	5564.47
16050	5574.66
16100	5585.91
16150	5595.64
16200	5605.47
16250	5615.74
16300	5625.14
16350	5635.58
16400	5645.62
16450	5655.2
16500	5664.24
16550	5674.79
16600	5685.04
16650	5695.46
16700	5705.7
16750	5716.34
16800	5726.91
16850	5737.03
16900	5747.07
16950	5757.07
17000	5767.8
17050	5777.28
17100	5787.63
17150	5797.68
17200	5807.93
17250	5818.12
17300	5828.66
17350	5838.98
17400	5848.56
17450	5858.92
17500	5869.1
17550	5878.59
17600	5889.21
17650	5899.57
17700	5908.9
17750	5918.63
17800	5928.75
17850	5939.0
17900	5949.12
17950	5959.3
18000	5969.2
18050	5979.65
18100	5989.77
18150	5999.83
18200	6008.68
18250	6018.51
18300	6028.24
18350	6038.64
18400	6048.82
18450	6058.9
18500	6069.16
18550	6078.7
18600	6088.67
18650	6098.39
18700	6108.29
18750	6118.34
18800	6128.25
18850	6138.02
18900	6148.73
18950	6159.05
19000	6168.97
19050	6178.55
19100	6188.61
19150	6198.23
19200	6207.25
19250	6217.06
19300	6226.44
19350	6236.5
19400	6246.16
19450	6255.67
19500	6265.6
19550	6274.72
19600	6284.44
19650	6294.12
19700	6304.03
19750	6313.69
19800	6322.65
19850	6332.33
19900	6341.93
19950	6351.49
20000	6361.09
20050	6371.06
20100	6381.12
20150	6390.56
20200	6400.41
20250	6409.61
20300	6419.31
20350	6428.54
20400	6437.55
20450	6447.33
20500	6456.91
20550	6466.63
20600	6475.68
20650	6485.26
20700	6494.28
20750	6503.38
20800	6512.29
20850	6521.5
20900	6530.93
20950	6540.43
21000	6549.69
21050	6559.42
21100	6568.16
21150	6577.08
21200	6585.8
21250	6595.75
21300	6604.42
21350	6614.3
21400	6623.54
21450	6632.45
21500	6641.07
21550	6650.33
21600	6659.75
21650	6668.72
21700	6677.34
21750	6687.51
21800	6696.63
21850	6705.77
21900	6714.56
21950	6724.08
22000	6732.92
22050	6741.92
22100	6751.34
22150	6760.11
22200	6769.16
22250	6778.45
22300	6788.19
22350	6797.41
22400	6806.09
22450	6815.11
22500	6823.97
22550	6833.45
22600	6842.16
22650	6851.73
22700	6861.4
22750	6870.14
22800	6879.47
22850	6888.12
22900	6897.42
22950	6906.82
23000	6915.52
23050	6923.98
23100	6933.07
23150	6941.85
23200	6950.04
23250	6959.12
23300	6968.25
23350	6977.06
23400	6985.22
23450	6994.41
23500	7003.45
23550	7012.7
23600	7021.53
23650	7031.01
23700	7039.8
23750	7048.57
23800	7057.68
23850	7066.51
23900	7075.1
23950	7084.27
24000	7093.11
24050	7101.91
24100	7110.39
24150	7119.34
24200	7127.78
24250	7136.1
24300	7145.06
24350	7153.4
24400	7161.51
24450	7170.2
24500	7179.54
24550	7188.13
24600	7196.57
24650	7205.34
24700	7214.25
24750	7222.64
24800	7231.03
24850	7239.61
24900	7248.84
24950	7258.52
