t	s(t)
14100	531.95
14150	532.97
14200	533.83
14250	534.72
14300	535.66
14350	536.48
14400	537.38
14450	538.43
14500	539.52
14550	540.43
14600	541.45
14650	542.49
14700	543.72
14750	544.68
14800	545.62
14850	546.46
14900	547.34
14950	548.41
15000	549.47
15050	550.99
15100	552.14
15150	553.16
15200	554.64
15250	555.72
15300	557.08
15350	558.14
15400	559.08
15450	560.25
15500	561.36
15550	562.29
15600	563.46
15650	564.66
15700	565.67
15750	567.0
15800	567.93
15850	568.98
15900	570.02
15950	571.04
16000	571.89
16050	572.98
16100	574.14
16150	575.1
16200	576.16
16250	577.35
16300	578.12
16350	579.1
16400	580.45
16450	581.56
16500	582.79
16550	583.99
16600	585.09
16650	586.01
16700	587.16
16750	588.0
16800	589.03
16850	590.07
16900	590.98
16950	592.0
17000	592.72
17050	593.66
17100	594.61
17150	595.59
17200	596.31
17250	597.23
17300	598.06
17350	599.12
17400	600.13
17450	601.2
17500	602.45
17550	603.51
17600	604.68
17650	605.71
17700	606.52
17750	607.44
17800	608.46
17850	609.15
17900	610.06
17950	611.05
18000	611.77
18050	612.72
18100	613.59
18150	614.49
18200	615.36
18250	616.49
18300	617.56
18350	618.6
18400	619.53
18450	620.78
18500	621.84
18550	622.93
18600	623.95
18650	625.05
18700	625.86
18750	626.69
18800	627.63
18850	628.75
18900	629.82
18950	630.85
19000	631.85
19050	632.86
19100	633.72
19150	635.04
19200	635.84
19250	636.9
19300	637.79
19350	638.82
19400	639.74
19450	640.65
19500	641.57
19550	642.89
19600	643.61
19650	644.52
19700	645.62
19750	646.4
19800	647.25
19850	648.27
19900	649.17
19950	650.11
20000	651.14
20050	652.28
20100	653.02
20150	653.95
20200	654.89
20250	655.55
20300	656.32
20350	657.09
20400	658.18
20450	659.14
20500	659.98
20550	660.69
20600	661.52
20650	662.42
20700	663.36
20750	664.13
20800	664.9
20850	665.96
20900	666.84
20950	667.64
21000	668.54
21050	669.29
21100	670.18
21150	671.2
21200	672.02
21250	673.29
21300	674.07
21350	674.98
21400	675.84
21450	676.88
21500	677.66
21550	678.66
21600	679.58
21650	680.8
21700	681.71
21750	682.64
21800	683.82
21850	684.78
21900	685.63
21950	686.58
22000	687.52
22050	688.49
22100	689.6
22150	690.63
22200	691.43
22250	692.62
22300	693.64
22350	694.48
22400	695.31
22450	696.31
22500	697.04
22550	697.94
22600	698.78
22650	699.44
22700	700.58
22750	701.65
22800	702.71
22850	703.78
22900	704.64
22950	705.47
23000	706.36
23050	707.53
23100	708.54
23150	709.3
23200	710.23
23250	711.19
23300	712.32
23350	713.34
23400	714.15
23450	715.02
23500	715.97
23550	716.85
23600	717.78
23650	718.54
23700	719.24
23750	720.03
23800	721.08
23850	721.9
23900	723.04
23950	723.8
24000	724.52
24050	725.57
24100	726.31
24150	727.09
24200	728.05
24250	729.03
24300	730.0
24350	730.84
24400	731.61
24450	732.51
24500	733.36
24550	734.13
24600	735.05
24650	735.95
24700	737.05
24750	737.77
24800	738.56
24850	739.3
24900	740.09
24950	740.82
