t	s(t)
13200	1553.94
13250	1557.87
13300	1561.55
13350	1565.29
13400	1569.03
13450	1572.43
13500	1576.58
13550	1579.93
13600	1583.52
13650	1587.12
13700	1590.3
13750	1593.7
13800	1597.14
13850	1600.71
13900	1604.02
13950	1607.63
14000	1611.01
14050	1614.71
14100	1618.14
14150	1621.73
14200	1625.46
14250	1628.69
14300	1632.59
14350	1636.42
14400	1639.89
14450	1642.98
14500	1646.23
14550	1649.7
14600	1653.17
14650	1656.36
14700	1659.61
14750	1663.15
14800	1666.88
14850	1670.74
14900	1674.11
14950	1677.48
15000	1680.87
15050	1684.35
15100	1687.68
15150	1690.97
15200	1694.41
15250	1697.63
15300	1701.0
15350	1704.09
15400	1707.46
15450	1710.67
15500	1713.69
15550	1716.56
15600	1720.09
15650	1723.2
15700	1726.45
15750	1730.01
15800	1733.71
15850	1736.69
15900	1740.1
15950	1743.94
16000	1747.06
16050	1750.45
16100	1753.75
16150	1756.78
16200	1760.0
16250	1763.1
16300	1766.05
16350	1769.22
16400	1772.44
16450	1775.48
16500	1778.7
16550	1781.74
16600	1784.94
16650	1788.24
16700	1791.35
16750	1794.76
16800	1798.16
16850	1801.71
16900	1804.9
16950	1808.09
17000	1811.61
17050	1814.77
17100	1818.17
17150	1821.14
17200	1824.39
17250	1827.57
17300	1830.54
17350	1833.71
17400	1836.87
17450	1840.29
17500	1843.45
17550	1846.43
17600	1849.48
17650	1852.79
17700	1855.97
17750	1859.08
17800	1862.47
17850	1865.85
17900	1868.99
17950	1871.63
18000	1874.25
18050	1877.46
18100	1880.54
18150	1883.63
18200	1886.8
18250	1889.8
18300	1892.73
18350	1895.54
18400	1898.95
18450	1901.73
18500	1904.74
18550	1907.98
18600	1910.87
18650	1914.2
18700	1917.2
18750	1920.57
18800	1923.64
18850	1926.92
18900	1930.17
18950	1933.18
19000	1936.39
19050	1939.35
19100	1942.28
19150	1945.39
19200	1948.13
19250	1951.28
19300	1954.44
19350	1957.48
19400	1960.41
19450	1963.37
19500	1966.44
19550	1969.53
19600	1972.23
19650	1975.36
19700	1978.55
19750	1981.82
19800	1984.68
19850	1987.4
19900	1990.54
19950	1993.5
20000	1996.15
20050	1999.02
20100	2002.26
20150	2005.11
20200	2008.24
20250	2011.37
20300	2014.06
20350	2016.77
20400	2019.84
20450	2022.94
20500	2025.88
20550	2028.93
20600	2031.74
20650	2034.55
20700	2037.75
20750	2040.46
20800	2043.22
20850	2045.74
20900	2048.65
20950	2051.45
21000	2054.54
21050	2057.59
21100	2060.19
21150	2062.9
21200	2065.94
21250	2069.19
21300	2072.01
21350	2075.12
21400	2077.87
21450	2080.55
21500	2083.17
21550	2085.93
21600	2088.51
21650	2091.59
21700	2094.88
21750	2097.57
21800	2100.04
21850	2102.93
21900	2105.93
21950	2108.64
22000	2111.17
22050	2114.0
22100	2116.68
22150	2119.23
22200	2121.95
22250	2124.91
22300	2127.46
22350	2130.52
22400	2133.32
22450	2136.22
22500	2139.2
22550	2141.98
22600	2145.13
22650	2148.15
22700	2151.01
22750	2153.91
22800	2156.28
22850	2158.94
22900	2162.17
22950	2164.77
23000	2167.25
23050	2170.12
23100	2173.03
23150	2175.58
23200	2178.48
23250	2180.96
23300	2183.92
23350	2186.4
23400	2189.06
23450	2191.89
23500	2194.48
23550	2196.95
23600	2199.73
23650	2202.57
23700	2205.62
23750	2208.07
23800	2210.96
23850	2213.63
23900	2216.48
23950	2219.25
24000	2221.84
24050	2224.91
24100	2228.03
24150	2230.97
24200	2233.68
24250	2236.36
24300	2239.37
24350	2242.24
24400	2244.82
24450	2247.81
24500	2250.72
24550	2253.13
24600	2255.75
24650	2258.89
24700	2261.45
24750	2264.27
24800	2267.07
24850	2269.78
24900	2272.56
24950	2275.38
