t	a(t)
1000	21.464001
1050	21.58186900000001
1100	21.623714000000003
1150	21.783761999999996
1200	21.882510999999994
1250	22.258224999999992
1300	22.527853999999994
1350	22.506867999999994
1400	22.636664
1450	22.803919999999994
1500	23.005413999999995
1550	23.14968
1600	23.340843000000003
1650	23.522213999999998
1700	23.666100999999994
1750	23.760401
1800	23.806624999999993
1850	23.935686999999994
1900	24.172449999999994
1950	24.352867000000007
2000	24.28652200000001
2050	24.396262
2100	24.509601000000004
2150	24.595943000000002
2200	24.614555999999993
2250	24.704765999999992
2300	24.701962000000016
2350	24.577363000000002
2400	24.578003000000002
2450	24.520902999999997
2500	24.615827999999993
2550	24.597473999999984
2600	24.736117000000014
2650	24.67712699999999
2700	24.858913
2750	24.878142999999994
2800	24.841865000000006
2850	24.896935000000003
2900	24.882284
2950	24.82155
3000	24.911282999999997
3050	24.958998
3100	25.027780000000003
3150	25.06388300000001
3200	25.114833000000004
3250	25.212646999999997
3300	25.233181
3350	25.163388000000005
3400	25.267081000000005
3450	25.32330900000001
3500	25.267983000000005
3550	25.37803800000001
3600	25.34583800000001
3650	25.402313000000017
3700	25.456654999999998
3750	25.412308999999983
3800	25.464893000000004
3850	25.554492999999994
3900	25.650683999999988
3950	25.753075000000003
4000	25.759017
4050	25.83690799999999
4100	25.769873000000004
4150	25.820145999999987
4200	25.74622999999999
4250	25.789051999999998
4300	25.844633999999996
4350	25.892339000000003
4400	25.958810999999997
4450	26.03296900000001
4500	26.071285
4550	26.136315999999997
4600	26.183434
4650	26.234046000000006
4700	26.293414000000002
4750	26.319657000000003
4800	26.336031
4850	26.387572
4900	26.477757999999998
4950	26.47653899999999
5000	26.443255999999998
5050	26.45188799999999
5100	26.393130999999997
5150	26.350841999999997
5200	26.424862000000008
5250	26.445343
5300	26.543548999999988
5350	26.561255999999993
5400	26.493757000000002
5450	26.526568
5500	26.601254999999988
5550	26.641185999999998
5600	26.54357799999999
5650	26.495184999999992
5700	26.601812999999993
5750	26.66196500000001
5800	26.693358000000003
5850	26.721894000000002
5900	26.801814000000004
5950	26.844388999999993
6000	26.825767999999993
6050	26.93045900000001
6100	26.943945
6150	26.977756999999993
6200	27.050171
6250	26.945275000000017
6300	27.00534900000001
6350	27.028861000000003
6400	27.02217899999999
6450	27.092791999999996
6500	27.066441999999984
6550	27.128268000000016
6600	27.13667300000002
6650	27.205199000000004
6700	27.166
6750	27.20463100000001
6800	27.239793000000006
6850	27.271361000000002
6900	27.323020000000007
6950	27.346379
7000	27.406766999999995
7050	27.393274000000005
7100	27.439489000000002
7150	27.51051900000001
7200	27.513500999999987
7250	27.547658
7300	27.59824
7350	27.658018999999996
7400	27.566294999999997
7450	27.571159999999995
7500	27.638171999999994
7550	27.610257000000004
7600	27.60565800000001
7650	27.603096
7700	27.603506999999993
7750	27.648009
7800	27.659382
7850	27.663083999999994
7900	27.68174199999999
7950	27.708536000000002
8000	27.764788
8050	27.749573
8100	27.728144999999994
8150	27.745401999999995
8200	27.757671000000002
8250	27.762906
8300	27.784954
8350	27.843776000000002
8400	27.898219000000005
8450	27.906596000000015
8500	27.900871000000024
8550	27.970929
8600	27.99605800000001
8650	28.01593800000002
8700	27.99148700000001
8750	28.012088000000002
8800	28.055946999999993
8850	28.032346999999994
8900	28.020616999999994
8950	28.07977
9000	28.126015999999986
9050	28.106751
9100	28.118225000000002
9150	28.126033000000007
9200	28.167324000000004
9250	28.223952999999998
9300	28.262448
9350	28.266752999999994
9400	28.20643
9450	28.233633
9500	28.255339999999986
9550	28.287161999999995
9600	28.290315999999994
9650	28.346593999999993
9700	28.25267699999998
9750	28.298039999999986
9800	28.343015999999988
9850	28.32109299999999
9900	28.283505999999992
9950	28.317983999999996
10000	28.334182000000002
10050	28.350185
10100	28.37981800000001
10150	28.362469000000004
10200	28.361943999999998
10250	28.399366999999987
10300	28.451921999999996
10350	28.483563
10400	28.545122999999993
10450	28.608680000000007
10500	28.613513
10550	28.585787999999994
10600	28.561016999999993
10650	28.596958999999988
10700	28.61350299999999
10750	28.670283999999995
10800	28.704897000000006
10850	28.749687000000012
10900	28.780366000000004
10950	28.758905999999993
11000	28.769304000000005
11050	28.819253000000014
11100	28.882771
11150	28.860358000000005
11200	28.911228999999995
11250	28.921241999999996
11300	28.966571000000002
11350	28.979247999999995
11400	28.973047
11450	28.984153000000006
11500	28.978652000000007
11550	29.021722999999994
11600	29.056544000000013
11650	29.11114700000001
11700	29.152963000000014
11750	29.201263999999995
11800	29.199415000000002
11850	29.19028100000001
11900	29.248862000000017
11950	29.248966000000014
12000	29.283534000000003
12050	29.281822000000002
12100	29.296550000000007
12150	29.322801999999992
12200	29.385310000000008
12250	29.432872000000003
12300	29.449934000000002
12350	29.46438700000001
12400	29.479594000000002
12450	29.529066000000007
12500	29.503905000000017
12550	29.52542300000001
12600	29.55183500000001
12650	29.525642999999995
12700	29.541926999999998
12750	29.597946
12800	29.65376200000001
12850	29.673877000000008
12900	29.681929000000004
12950	29.69949599999999
13000	29.671632
13050	29.705013999999995
13100	29.741837
13150	29.70859300000001
13200	29.746707999999995
13250	29.798046
13300	29.815855000000003
13350	29.863508000000003
13400	29.860375999999988
13450	29.84005699999999
13500	29.869704
13550	29.906679999999987
13600	29.950583999999985
13650	29.920736999999985
13700	29.951422999999995
13750	29.951542999999994
13800	29.943999000000005
13850	29.993474000000003
13900	30.038517000000006
13950	30.075912000000002
14000	30.079714
14050	30.080912
14100	30.134711999999993
14150	30.165553000000003
14200	30.198979000000005
14250	30.23810800000001
14300	30.219367000000002
