t	s(t)
50	65.0
100	101.02
150	131.86
200	160.54
250	184.78
300	207.7
350	229.32
400	248.84
450	266.64
500	284.7
550	302.1
600	318.42
650	333.38
700	349.14
750	363.9
800	378.46
850	393.4
900	408.18
950	423.24
1000	436.98
1050	450.2
1100	462.54
1150	475.88
1200	488.24
1250	500.0
1300	512.02
1350	525.14
1400	536.52
1450	547.88
1500	559.02
1550	569.88
1600	581.1
1650	592.82
1700	603.8
1750	614.1
1800	625.5
1850	637.12
1900	649.26
1950	659.26
2000	669.92
2050	680.08
2100	689.9
2150	700.22
2200	709.82
2250	719.16
2300	728.22
2350	737.0
2400	746.38
2450	755.42
2500	765.02
2550	774.0
2600	782.96
2650	791.34
2700	799.72
2750	808.84
2800	817.24
2850	827.12
2900	836.16
2950	844.58
3000	853.7
3050	862.26
3100	871.26
3150	878.96
3200	887.52
3250	895.28
3300	902.5
3350	910.16
3400	918.22
3450	926.26
3500	935.18
3550	943.12
3600	950.58
3650	959.2
3700	966.82
3750	975.28
3800	982.88
3850	991.52
3900	998.74
3950	1007.52
4000	1014.42
4050	1021.74
4100	1029.86
4150	1037.14
4200	1044.52
4250	1052.16
4300	1059.16
4350	1066.46
4400	1074.74
4450	1081.3
4500	1087.82
4550	1094.78
4600	1102.38
4650	1109.44
4700	1116.0
4750	1123.76
4800	1130.86
4850	1137.28
4900	1143.9
4950	1151.04
5000	1157.7
5050	1163.32
5100	1170.1
5150	1177.92
5200	1184.04
5250	1190.68
5300	1197.3
5350	1203.38
5400	1209.94
5450	1216.78
5500	1222.62
5550	1229.08
5600	1235.82
5650	1241.3
5700	1247.76
5750	1253.74
5800	1260.72
5850	1267.44
5900	1274.2
5950	1280.34
6000	1286.08
6050	1293.42
6100	1299.34
6150	1306.18
6200	1312.02
6250	1318.62
6300	1324.66
6350	1330.84
6400	1337.94
6450	1343.86
6500	1350.18
6550	1356.3
6600	1363.26
6650	1369.66
6700	1375.34
6750	1381.88
6800	1387.7
6850	1393.72
6900	1400.38
6950	1406.18
7000	1412.84
7050	1418.84
7100	1424.96
7150	1430.96
7200	1436.96
7250	1443.4
7300	1448.92
7350	1455.06
7400	1461.3
7450	1467.26
7500	1473.46
7550	1479.06
7600	1484.94
7650	1490.8
7700	1497.02
7750	1502.6
7800	1508.24
7850	1514.42
7900	1520.1
7950	1525.86
8000	1531.0
8050	1535.86
8100	1541.28
8150	1547.48
8200	1553.44
8250	1558.58
8300	1564.6
8350	1570.3
8400	1576.72
8450	1582.32
8500	1587.66
8550	1592.94
8600	1598.52
8650	1604.28
8700	1610.48
8750	1617.16
8800	1622.24
8850	1627.1
8900	1632.56
8950	1638.22
9000	1643.4
9050	1648.38
9100	1654.14
9150	1660.16
9200	1665.04
9250	1670.66
9300	1676.28
9350	1681.8
9400	1687.02
9450	1692.6
9500	1698.28
9550	1703.44
9600	1708.52
9650	1712.56
9700	1717.46
9750	1723.14
9800	1728.22
9850	1732.98
9900	1738.1
9950	1743.6
10000	1748.48
10050	1754.3
10100	1758.64
10150	1763.52
10200	1768.7
10250	1774.76
10300	1780.06
10350	1784.86
10400	1789.7
10450	1794.38
10500	1799.66
10550	1804.22
10600	1808.68
10650	1814.16
10700	1819.1
10750	1824.48
10800	1829.88
10850	1835.02
10900	1839.72
10950	1844.64
11000	1849.4
11050	1854.54
11100	1859.6
11150	1864.22
11200	1868.72
11250	1873.02
11300	1877.74
11350	1882.2
11400	1886.66
11450	1891.22
11500	1896.32
11550	1901.3
11600	1906.02
11650	1910.58
11700	1915.3
11750	1919.62
11800	1924.74
11850	1928.88
11900	1933.86
11950	1938.78
12000	1943.1
12050	1948.86
12100	1953.58
12150	1957.7
12200	1962.22
12250	1966.74
12300	1971.46
12350	1976.22
12400	1980.26
12450	1984.0
12500	1988.82
12550	1994.28
12600	1999.72
12650	2004.42
12700	2009.38
12750	2014.36
12800	2018.78
12850	2022.14
12900	2026.42
12950	2031.96
13000	2036.54
13050	2040.86
13100	2045.12
13150	2049.76
13200	2053.86
13250	2058.92
13300	2063.3
13350	2067.68
13400	2072.86
13450	2077.2
13500	2082.12
13550	2086.78
13600	2091.9
13650	2095.8
13700	2101.4
13750	2105.6
13800	2110.46
13850	2114.78
13900	2119.62
13950	2124.58
14000	2128.92
14050	2133.58
14100	2138.18
14150	2142.88
14200	2147.18
14250	2151.56
14300	2156.02
14350	2159.88
14400	2164.06
14450	2169.32
14500	2174.4
14550	2179.14
14600	2184.24
14650	2188.56
14700	2193.46
14750	2198.1
14800	2202.04
14850	2206.74
14900	2210.58
14950	2214.6
15000	2217.78
15050	2222.54
15100	2227.48
15150	2231.32
15200	2235.38
15250	2239.7
15300	2244.36
15350	2248.5
15400	2252.82
15450	2257.54
15500	2262.48
15550	2267.0
15600	2270.56
15650	2275.1
15700	2279.26
15750	2283.58
15800	2288.44
15850	2292.78
15900	2297.38
15950	2301.78
16000	2306.18
16050	2309.42
16100	2314.2
16150	2318.56
16200	2323.1
16250	2327.72
16300	2332.32
16350	2336.68
16400	2340.44
16450	2344.76
16500	2349.04
16550	2353.04
16600	2357.56
16650	2362.16
16700	2366.54
16750	2370.54
16800	2375.14
16850	2380.0
16900	2383.92
16950	2388.0
17000	2392.24
17050	2396.62
17100	2401.06
17150	2405.56
17200	2410.62
17250	2414.56
17300	2418.7
17350	2422.06
17400	2427.36
17450	2431.36
17500	2435.48
17550	2439.86
17600	2443.84
17650	2447.84
17700	2451.54
17750	2455.02
17800	2458.74
17850	2462.82
17900	2466.76
17950	2470.6
18000	2474.14
18050	2477.88
18100	2482.1
18150	2485.98
18200	2489.32
18250	2494.6
18300	2498.06
18350	2502.46
18400	2506.88
18450	2510.76
18500	2514.88
18550	2519.26
18600	2523.18
18650	2526.56
18700	2529.88
18750	2534.64
18800	2538.7
18850	2542.48
18900	2546.38
18950	2549.62
19000	2553.42
19050	2557.5
19100	2561.34
19150	2565.56
19200	2569.78
19250	2573.8
19300	2577.78
19350	2582.3
19400	2586.5
19450	2590.18
19500	2593.58
19550	2596.9
19600	2601.32
19650	2604.74
19700	2607.5
19750	2611.4
19800	2614.94
19850	2619.16
19900	2622.56
19950	2626.0
20000	2630.04
20050	2633.96
20100	2637.38
20150	2640.9
20200	2644.7
20250	2648.1
20300	2652.86
20350	2656.9
20400	2660.82
20450	2663.92
20500	2667.66
20550	2671.32
20600	2675.44
20650	2679.36
20700	2683.12
20750	2686.74
20800	2690.96
20850	2694.9
20900	2698.32
20950	2701.5
21000	2705.44
21050	2709.52
21100	2714.52
21150	2718.06
21200	2721.84
21250	2725.74
21300	2729.76
21350	2733.4
21400	2737.06
21450	2740.74
21500	2744.36
21550	2748.48
21600	2752.26
21650	2755.66
21700	2760.08
21750	2763.62
21800	2768.04
21850	2772.1
21900	2775.78
21950	2779.94
22000	2783.64
22050	2786.7
22100	2790.56
22150	2794.1
22200	2798.26
22250	2802.92
22300	2807.04
22350	2810.9
22400	2814.58
22450	2817.78
22500	2821.36
22550	2825.04
22600	2828.54
22650	2831.68
22700	2834.82
22750	2837.9
22800	2841.62
22850	2845.56
22900	2849.02
22950	2852.54
23000	2856.38
23050	2860.58
23100	2864.52
23150	2867.72
23200	2870.94
23250	2875.14
23300	2878.1
23350	2881.38
23400	2884.86
23450	2888.22
23500	2891.86
23550	2895.68
23600	2899.16
23650	2902.54
23700	2906.62
23750	2910.02
23800	2913.98
23850	2917.48
23900	2920.9
23950	2924.36
24000	2927.14
24050	2930.58
24100	2934.3
24150	2937.62
24200	2941.22
24250	2945.5
24300	2949.64
24350	2952.4
24400	2955.58
24450	2958.72
24500	2961.48
24550	2964.7
24600	2968.44
24650	2972.52
24700	2976.26
24750	2980.22
24800	2983.7
24850	2987.06
24900	2990.14
24950	2993.5
