t	b(t)
1000	4.211452475247524
1050	4.106147524752476
1100	4.100088118811882
1150	4.098055445544555
1200	4.093026732673268
1250	4.086825742574257
1300	4.058054455445543
1350	4.030897029702968
1400	4.04939603960396
1450	4.0066891089108925
1500	4.023690099009902
1550	4.045903960396041
1600	4.006258415841585
1650	3.9550861386138614
1700	3.9104495049504937
1750	3.8689356435643556
1800	3.8728356435643576
1850	3.827759405940594
1900	3.7656138613861385
1950	3.7795495049504946
2000	3.757056435643565
2050	3.7654089108910886
2100	3.759783168316831
2150	3.7432049504950493
2200	3.660759405940593
2250	3.596985148514852
2300	3.552676237623763
2350	3.554387128712872
2400	3.5415346534653476
2450	3.5686574257425754
2500	3.5377910891089113
2550	3.5004683168316832
2600	3.4648069306930704
2650	3.4758881188118806
2700	3.3906306930693075
2750	3.388360396039604
2800	3.380308910891089
2850	3.389835643564357
2900	3.3983633663366333
2950	3.4083118811881175
3000	3.34869603960396
3050	3.3347207920792075
3100	3.3480455445544544
3150	3.3473356435643544
3200	3.3523049504950473
3250	3.3391217821782164
3300	3.3374079207920784
3350	3.3162217821782183
3400	3.2700752475247525
3450	3.2418059405940585
3500	3.2562049504950497
3550	3.252705940594059
3600	3.238482178217823
3650	3.1790356435643554
3700	3.1357237623762377
3750	3.147219801980197
3800	3.1367792079207923
3850	3.106324752475249
3900	3.099014851485149
3950	3.089312871287129
4000	3.0791772277227727
4050	3.06709405940594
4100	3.0277366336633658
4150	3.0349742574257443
4200	3.0279039603960394
4250	3.036735643564356
4300	3.0035386138613864
4350	2.9786841584158417
4400	2.968982178217822
4450	2.982659405940594
4500	2.990669306930693
4550	2.961092079207921
4600	2.9666960396039603
4650	2.9346722772277225
4700	2.897850495049505
4750	2.8982207920792074
4800	2.897160396039604
4850	2.899110891089109
4900	2.8959881188118812
4950	2.8824059405940594
5000	2.8890910891089105
5050	2.815031683168317
5100	2.8190920792079206
5150	2.7862366336633655
5200	2.7884326732673257
5250	2.7492831683168326
5300	2.7096039603960387
5350	2.699134653465347
5400	2.6878435643564362
5450	2.6808534653465337
5500	2.6813663366336633
5550	2.67609504950495
5600	2.660578217821783
5650	2.6329386138613864
5700	2.6245980198019803
5750	2.6280891089108906
5800	2.6237821782178212
5850	2.6125198019801976
5900	2.591431683168316
5950	2.5720990099009904
6000	2.5615891089108906
6050	2.5612297029702975
6100	2.5476495049504946
6150	2.543743564356436
6200	2.5392722772277234
6250	2.518376237623763
6300	2.5220039603960407
6350	2.5161801980198035
6400	2.5145237623762386
6450	2.5011148514851484
6500	2.4991514851485146
6550	2.5019148514851492
6600	2.5032841584158416
6650	2.4979732673267323
6700	2.4995792079207924
6750	2.5016118811881185
6800	2.505742574257426
6850	2.5084376237623767
6900	2.512045544554456
6950	2.515672277227723
7000	2.4941970297029705
7050	2.5004198019801978
7100	2.4787564356435636
7150	2.4760198019801973
7200	2.4745930693069296
7250	2.4618267326732677
7300	2.459345544554455
7350	2.4612920792079214
7400	2.461236633663366
7450	2.4547980198019808
7500	2.454439603960397
7550	2.446126732673267
7600	2.4404732673267313
7650	2.4426188118811867
7700	2.430513861386137
7750	2.3982782178217823
7800	2.406649504950495
7850	2.407942574257425
7900	2.402652475247524
7950	2.3975930693069305
8000	2.3934079207920798
8050	2.391310891089109
8100	2.391412871287129
8150	2.3939732673267327
8200	2.387318811881188
8250	2.383966336633663
8300	2.3827069306930686
8350	2.3864257425742577
8400	2.3719336633663377
8450	2.37140198019802
8500	2.3611772277227727
8550	2.3337920792079214
8600	2.3253198019801977
8650	2.3263861386138607
8700	2.321520792079208
8750	2.3221851485148517
8800	2.317956435643564
8850	2.3210524752475243
8900	2.326879207920792
8950	2.330403960396039
9000	2.331225742574256
9050	2.317352475247524
9100	2.3166851485148507
9150	2.3148891089108905
9200	2.31789108910891
9250	2.319486138613861
9300	2.3125910891089108
9350	2.300120792079208
9400	2.2989376237623764
9450	2.3009148514851487
9500	2.3053287128712876
9550	2.307079207920792
9600	2.3112603960396045
9650	2.3155376237623773
9700	2.3189920792079217
9750	2.3156782178217834
9800	2.303580198019803
9850	2.306547524752476
9900	2.3038613861386144
9950	2.299069306930693
