t	s(t)
50	105.77
100	137.14
150	167.03
200	193.69
250	217.67
300	240.29
350	261.51
400	281.94
450	301.98
500	321.72
550	338.95
600	356.3
650	374.21
700	391.06
750	406.57
800	422.42
850	438.08
900	453.22
950	467.92
1000	481.88
1050	496.43
1100	510.57
1150	524.32
1200	538.39
1250	552.11
1300	564.76
1350	578.29
1400	591.58
1450	604.28
1500	616.27
1550	629.81
1600	642.2
1650	654.33
1700	666.95
1750	678.86
1800	690.75
1850	701.63
1900	712.61
1950	723.29
2000	734.28
2050	745.69
2100	756.03
2150	766.65
2200	777.02
2250	787.2
2300	797.37
2350	808.57
2400	820.27
2450	831.14
2500	841.4
2550	852.03
2600	860.59
2650	870.08
2700	879.85
2750	888.52
2800	898.36
2850	908.39
2900	917.05
2950	926.67
3000	935.8
3050	944.78
3100	954.38
3150	963.41
3200	972.3
3250	981.27
3300	990.19
3350	998.8
3400	1008.21
3450	1017.47
3500	1026.13
3550	1034.8
3600	1044.2
3650	1052.83
3700	1060.85
3750	1069.79
3800	1078.65
3850	1086.74
3900	1096.33
3950	1104.63
4000	1112.46
4050	1121.4
4100	1130.3
4150	1138.7
4200	1146.53
4250	1153.8
4300	1161.62
4350	1170.01
4400	1177.79
4450	1186.68
4500	1195.4
4550	1203.32
4600	1211.32
4650	1219.82
4700	1228.14
4750	1235.5
4800	1243.5
4850	1250.68
4900	1258.7
4950	1266.37
5000	1274.58
5050	1282.33
5100	1289.77
5150	1297.85
5200	1306.55
5250	1313.33
5300	1321.05
5350	1328.04
5400	1335.91
5450	1343.15
5500	1350.77
5550	1358.16
5600	1365.12
5650	1371.86
5700	1379.29
5750	1387.23
5800	1393.85
5850	1401.01
5900	1407.2
5950	1415.14
6000	1422.51
6050	1429.05
6100	1435.94
6150	1443.17
6200	1450.12
6250	1458.04
6300	1464.85
6350	1471.72
6400	1478.6
6450	1485.45
6500	1491.86
6550	1499.25
6600	1505.38
6650	1511.84
6700	1518.34
6750	1525.51
6800	1531.62
6850	1537.79
6900	1543.9
6950	1550.95
7000	1558.04
7050	1564.56
7100	1571.43
7150	1577.72
7200	1583.69
7250	1590.18
7300	1596.94
7350	1603.35
7400	1609.64
7450	1615.97
7500	1621.96
7550	1627.78
7600	1633.95
7650	1640.18
7700	1646.51
7750	1652.96
7800	1659.14
7850	1665.35
7900	1671.44
7950	1678.28
8000	1685.43
8050	1691.9
8100	1697.31
8150	1703.24
8200	1709.15
8250	1715.03
8300	1721.02
8350	1728.44
8400	1733.79
8450	1740.39
8500	1746.06
8550	1751.19
8600	1757.93
8650	1763.52
8700	1769.1
8750	1774.77
8800	1781.03
8850	1786.87
8900	1793.01
8950	1799.01
9000	1805.34
9050	1810.93
9100	1817.39
9150	1822.9
9200	1827.92
9250	1833.85
9300	1839.35
9350	1845.09
9400	1850.8
9450	1857.07
9500	1862.78
9550	1868.36
9600	1874.31
9650	1879.86
9700	1885.33
9750	1891.15
9800	1896.76
9850	1902.58
9900	1907.8
9950	1913.71
10000	1920.17
10050	1926.26
10100	1931.41
10150	1936.63
10200	1942.09
10250	1948.0
10300	1954.01
10350	1959.31
10400	1965.15
10450	1970.77
10500	1976.19
10550	1982.34
10600	1988.58
10650	1994.27
10700	1999.35
10750	2004.24
10800	2010.02
10850	2015.16
10900	2020.09
10950	2025.37
11000	2030.83
11050	2036.34
11100	2041.57
11150	2046.95
11200	2052.56
11250	2057.95
11300	2063.32
11350	2069.51
11400	2074.96
11450	2080.82
11500	2085.59
11550	2091.11
11600	2096.56
11650	2102.44
11700	2107.89
11750	2113.0
11800	2118.05
11850	2123.76
11900	2128.85
11950	2134.34
12000	2139.94
12050	2144.63
12100	2150.49
12150	2155.93
12200	2161.6
12250	2166.7
12300	2172.36
12350	2177.17
12400	2182.74
12450	2188.29
12500	2193.54
12550	2198.68
