t	b(t)
50	2.94319
100	2.827031999999998
150	2.716771
200	2.718419000000001
250	2.6674039999999994
300	2.6788089999999998
350	2.608759
400	2.5851250000000006
450	2.4150090000000004
500	2.4312579999999993
550	2.3283140000000007
600	2.3371369999999994
650	2.297399
700	2.2731399999999997
750	2.300472999999999
800	2.1518259999999994
850	2.1516950000000006
900	2.1686110000000003
950	2.110729
1000	1.9804000000000013
1050	1.9385289999999997
1100	1.880470999999999
1150	1.8595990000000002
1200	1.8398600000000003
1250	1.7860339999999997
1300	1.7900040000000002
1350	1.8052300000000006
1400	1.7753919999999999
1450	1.7675469999999995
1500	1.767267
1550	1.7597529999999983
1600	1.7550919999999997
1650	1.7541870000000006
1700	1.7533349999999999
1750	1.7379699999999998
1800	1.6778959999999998
1850	1.6155380000000006
1900	1.589482
1950	1.5583559999999992
2000	1.5295599999999996
2050	1.5214010000000004
2100	1.5318030000000002
2150	1.5292879999999998
2200	1.5273240000000001
2250	1.5249760000000003
2300	1.510963
2350	1.4952439999999998
2400	1.4857990000000003
2450	1.4725889999999995
2500	1.4732359999999998
2550	1.447855
2600	1.4390779999999994
2650	1.432403
2700	1.393422
2750	1.392133
2800	1.392281
2850	1.373666
2900	1.363159
2950	1.333215
3000	1.3303689999999997
3050	1.3307029999999995
3100	1.3133259999999998
3150	1.3172229999999996
3200	1.3142119999999995
3250	1.317599
3300	1.303931
3350	1.3048530000000003
3400	1.2913370000000004
3450	1.2963089999999995
3500	1.285282
3550	1.2780550000000002
3600	1.2784410000000002
3650	1.277454
3700	1.2639229999999997
3750	1.2614980000000005
3800	1.2641759999999995
3850	1.2609550000000003
3900	1.2610320000000004
3950	1.2617180000000006
4000	1.2602749999999998
4050	1.2582270000000004
4100	1.256554
4150	1.2409249999999998
4200	1.238747
4250	1.232856
4300	1.234863
4350	1.240216
4400	1.240448
4450	1.2372480000000003
4500	1.2393919999999998
4550	1.2380320000000002
4600	1.2394329999999996
4650	1.242504
4700	1.2424860000000002
4750	1.2128839999999996
4800	1.203291
4850	1.1975999999999998
4900	1.2027399999999997
4950	1.2042239999999997
5000	1.206882
5050	1.2022419999999996
5100	1.2011270000000007
5150	1.1988360000000005
5200	1.2011029999999994
5250	1.2027589999999995
5300	1.2010379999999998
5350	1.1999109999999997
5400	1.198307
5450	1.1769850000000002
5500	1.1676770000000003
5550	1.1632699999999996
5600	1.1659619999999997
5650	1.1646519999999994
5700	1.1664109999999996
5750	1.1637780000000002
5800	1.1633719999999999
5850	1.160968
5900	1.16338
5950	1.162439
6000	1.163478
6050	1.1334650000000004
6100	1.1285920000000003
6150	1.119958000000001
6200	1.115262
6250	1.112898
6300	1.0980130000000001
6350	1.0975770000000005
6400	1.0926050000000007
6450	1.0919270000000003
6500	1.0828070000000003
6550	1.0812219999999997
6600	1.0787759999999997
6650	1.0771350000000006
6700	1.078067
6750	1.0777209999999997
6800	1.0783470000000002
6850	1.0794860000000002
6900	1.080864
6950	1.083787
7000	1.0836990000000004
7050	1.0864929999999995
7100	1.0643189999999996
7150	1.061885
7200	1.0589330000000003
7250	1.059525
7300	1.059919
7350	1.028557
7400	1.0290350000000004
7450	1.0296760000000003
7500	1.0187299999999997
7550	1.0153349999999997
7600	1.0106519999999997
7650	1.0101949999999997
7700	1.0071809999999994
7750	1.0006739999999998
7800	0.993157
7850	0.987599
7900	0.97101
7950	0.9699390000000007
8000	0.9719140000000004
8050	0.9662620000000003
8100	0.9610059999999998
8150	0.9606810000000001
8200	0.9604140000000002
8250	0.9587389999999999
8300	0.958724
8350	0.9606419999999994
8400	0.9624119999999995
8450	0.96101
8500	0.9601719999999996
8550	0.955654
8600	0.9579340000000003
8650	0.9580960000000001
8700	0.9595030000000001
8750	0.9594869999999999
8800	0.9474059999999997
8850	0.9439289999999998
8900	0.9400130000000005
8950	0.9400009999999998
9000	0.9336680000000004
9050	0.932984
9100	0.9332539999999997
