t	s(t)
100	43.42
150	52.06
200	60.12
250	65.84
300	72.54
350	78.96
400	84.14
450	89.58
500	94.78
550	99.6
600	104.2
650	109.24
700	113.9
750	118.14
800	122.44
850	127.26
900	131.7
950	135.72
1000	140.2
1050	144.04
1100	147.28
1150	150.48
1200	154.22
1250	157.84
1300	160.82
1350	164.94
1400	168.76
1450	172.3
1500	176.36
1550	179.66
1600	182.36
1650	185.34
1700	188.78
1750	191.76
1800	194.96
1850	198.18
1900	201.22
1950	204.3
2000	207.16
2050	209.9
2100	212.6
2150	215.36
2200	218.5
2250	221.1
2300	223.72
2350	226.4
2400	228.9
2450	231.22
2500	233.8
2550	236.06
2600	238.94
2650	241.64
2700	244.46
2750	247.12
2800	249.8
2850	252.38
2900	254.98
2950	257.3
3000	259.9
3050	262.94
3100	265.1
3150	267.5
3200	269.42
3250	271.84
3300	274.44
3350	276.7
3400	278.68
3450	280.68
3500	283.76
3550	286.14
3600	288.74
3650	291.08
3700	293.22
3750	296.06
3800	298.18
3850	300.7
3900	303.18
3950	305.66
4000	307.4
4050	309.3
4100	311.32
4150	313.72
4200	315.7
4250	318.06
4300	320.0
4350	322.2
4400	324.16
4450	326.54
4500	329.22
4550	331.84
4600	333.42
4650	335.18
4700	337.62
4750	339.94
4800	342.24
4850	344.12
4900	345.94
4950	348.12
5000	350.18
5050	352.36
5100	354.02
5150	356.26
5200	358.42
5250	360.1
5300	361.7
5350	363.32
5400	365.24
5450	367.56
5500	369.18
5550	370.74
5600	372.4
5650	374.18
5700	376.1
5750	378.14
5800	379.88
5850	381.24
5900	383.04
5950	385.22
6000	387.64
6050	389.36
6100	391.26
6150	392.96
6200	395.12
6250	396.6
6300	398.62
6350	400.14
6400	401.74
6450	403.34
6500	404.98
6550	406.8
6600	408.56
6650	410.18
6700	411.8
6750	413.4
6800	415.14
6850	417.12
6900	419.34
6950	420.98
7000	422.44
7050	424.12
7100	425.94
7150	427.7
7200	429.18
7250	430.8
7300	432.46
7350	434.26
7400	436.18
7450	437.8
7500	440.06
7550	441.4
7600	443.26
7650	445.58
7700	447.3
7750	448.62
7800	450.34
7850	452.12
7900	453.56
7950	455.14
8000	456.62
8050	457.92
8100	459.3
8150	461.16
8200	462.68
8250	464.36
8300	465.92
8350	467.46
8400	469.58
8450	471.28
8500	473.02
8550	474.6
8600	476.64
8650	478.4
8700	480.58
8750	481.82
8800	483.52
8850	485.44
8900	486.86
8950	488.54
9000	489.98
9050	491.6
9100	493.4
9150	494.9
9200	496.48
9250	497.88
9300	499.44
9350	501.28
9400	503.0
9450	504.72
9500	506.06
9550	508.02
9600	509.68
9650	511.22
9700	512.62
9750	514.24
9800	515.76
9850	516.86
9900	518.28
9950	519.48
10000	520.66
10050	522.06
10100	523.46
10150	524.46
10200	526.4
10250	527.46
10300	528.94
10350	530.1
10400	531.22
10450	532.76
10500	534.24
10550	536.24
10600	537.94
10650	539.48
10700	540.98
10750	542.48
10800	544.0
10850	545.68
10900	547.02
10950	548.7
11000	550.1
11050	551.98
11100	553.34
11150	554.56
11200	555.92
11250	557.06
11300	558.34
11350	559.88
11400	561.58
11450	562.88
11500	564.74
11550	565.92
11600	567.12
11650	568.82
11700	570.66
11750	571.94
11800	574.04
11850	575.28
11900	576.58
11950	577.82
12000	579.34
12050	580.78
12100	582.48
12150	583.62
12200	585.4
12250	586.68
12300	588.02
12350	589.28
12400	590.48
12450	591.44
12500	592.92
12550	593.82
12600	595.48
12650	596.84
12700	598.08
12750	599.3
12800	600.18
12850	601.68
12900	602.9
12950	604.52
13000	605.5
13050	606.4
13100	607.68
13150	609.06
13200	609.84
13250	611.08
