t	s(t)
13300	612.68
13350	613.88
13400	615.04
13450	616.54
13500	618.06
13550	619.42
13600	620.54
13650	622.14
13700	623.14
13750	624.64
13800	625.92
13850	627.12
13900	628.06
13950	629.22
14000	630.62
14050	631.88
14100	632.96
14150	634.46
14200	635.62
14250	636.86
14300	638.22
14350	639.22
14400	640.44
14450	641.74
14500	642.96
14550	644.12
14600	645.26
14650	646.98
14700	648.42
14750	649.24
14800	650.44
14850	651.56
14900	652.94
14950	654.06
15000	655.3
15050	656.5
15100	657.92
15150	659.54
15200	660.92
15250	662.24
15300	663.4
15350	664.54
15400	665.64
15450	666.78
15500	668.04
15550	669.3
15600	670.56
15650	672.12
15700	673.44
15750	674.74
15800	675.46
15850	676.94
15900	678.38
15950	679.38
16000	680.52
16050	681.72
16100	682.72
16150	683.6
16200	684.8
16250	686.24
16300	687.32
16350	688.42
16400	689.82
16450	690.94
16500	692.22
16550	693.14
16600	694.56
16650	695.62
16700	697.08
16750	698.12
16800	699.34
16850	700.54
16900	701.7
16950	702.82
17000	704.12
17050	705.4
17100	706.78
17150	707.94
17200	708.9
17250	710.32
17300	711.34
17350	712.22
17400	713.48
17450	714.68
17500	715.78
17550	717.12
17600	718.02
17650	719.3
17700	720.86
17750	721.68
17800	722.94
17850	724.3
17900	725.48
17950	726.98
18000	727.86
18050	728.98
18100	730.16
18150	731.4
18200	732.44
18250	733.56
18300	734.54
18350	735.76
18400	736.96
18450	737.98
18500	739.1
18550	740.54
18600	741.66
18650	742.96
18700	743.92
18750	745.02
18800	746.36
18850	747.54
18900	748.98
18950	750.36
19000	751.54
19050	752.44
19100	753.52
19150	754.52
19200	755.32
19250	756.76
19300	757.96
19350	758.76
19400	759.62
19450	760.74
19500	761.74
19550	762.9
19600	764.1
19650	765.46
19700	766.46
19750	767.6
19800	768.66
19850	770.2
19900	771.1
19950	772.3
20000	773.16
20050	773.94
20100	775.24
20150	776.32
20200	777.34
20250	778.32
20300	779.42
20350	780.62
20400	781.72
20450	783.1
20500	784.44
20550	785.58
20600	786.46
20650	787.74
20700	788.6
20750	789.62
20800	790.78
20850	792.14
20900	793.32
20950	794.52
21000	795.62
21050	796.86
21100	797.84
21150	798.74
21200	799.86
21250	801.02
21300	801.88
21350	803.2
21400	803.66
21450	804.72
21500	805.8
21550	806.78
21600	807.96
21650	809.0
21700	810.3
21750	811.54
21800	812.7
21850	813.82
21900	814.6
21950	815.58
22000	816.8
22050	818.16
22100	819.08
22150	820.12
22200	821.34
22250	822.22
22300	823.56
22350	824.54
22400	825.44
22450	826.84
22500	827.6
22550	829.02
22600	830.06
22650	831.54
22700	832.66
22750	833.58
22800	834.46
22850	835.34
22900	836.88
22950	838.0
23000	839.08
23050	840.02
23100	841.2
23150	842.08
23200	843.2
23250	844.12
23300	845.42
23350	846.3
23400	847.14
23450	847.88
23500	848.9
23550	849.98
23600	851.0
23650	852.12
23700	853.36
23750	854.26
23800	855.28
23850	856.02
23900	857.36
23950	858.54
24000	859.48
24050	860.82
24100	861.86
24150	862.92
24200	863.96
24250	864.88
24300	866.06
24350	867.12
24400	868.12
24450	869.12
24500	870.26
24550	871.26
24600	872.2
24650	873.52
24700	874.56
24750	875.4
24800	876.38
24850	877.58
24900	878.7
24950	879.6
