t	a(t)
100	11.489496999999998
150	12.140164999999998
200	12.828021999999997
250	13.452574
300	13.838815000000002
350	14.140571999999999
400	14.627071
450	14.897639000000003
500	15.167077999999998
550	15.564105
600	15.548671999999994
650	15.715832999999998
700	15.877034000000002
750	16.104173
800	15.992875000000003
850	15.989122000000002
900	16.043377
950	16.157028999999994
1000	16.030143999999996
1050	16.176714
1100	16.272273
1150	16.419282999999997
1200	16.545657
1250	16.508361000000004
1300	16.626467000000005
1350	16.787814999999995
1400	16.890772000000005
1450	16.861135000000004
1500	16.940188000000003
1550	16.865459000000005
1600	16.868818000000005
1650	16.943786
1700	17.057624
1750	17.004260999999996
1800	17.112694
1850	17.219030999999998
1900	17.278222
1950	17.228852000000003
2000	17.257547000000002
2050	17.370131000000008
2100	17.452364999999997
2150	17.512770999999997
2200	17.630174000000007
2250	17.63769300000001
2300	17.706775000000007
2350	17.700953
2400	17.706514999999996
2450	17.775404
2500	17.85452
2550	17.988008
2600	17.97372799999999
2650	18.057822999999996
2700	18.089204
2750	18.161612
2800	18.166564000000005
2850	18.241715
2900	18.298166999999996
2950	18.300528999999997
3000	18.295350000000006
3050	18.301187
3100	18.431844999999996
3150	18.448933999999998
3200	18.495282999999997
3250	18.570613
3300	18.62365500000001
3350	18.609663
3400	18.645128999999994
3450	18.68902
3500	18.760452
3550	18.825893
3600	18.869950000000003
3650	18.961271
3700	19.034642
3750	19.036616000000002
3800	19.099817
3850	19.155422
3900	19.200875
3950	19.282559999999993
4000	19.346451000000005
4050	19.309453
4100	19.324127999999995
4150	19.364556999999994
4200	19.427812999999993
4250	19.500923
4300	19.525021
4350	19.521192000000003
4400	19.538886999999992
4450	19.597473
4500	19.615581999999996
4550	19.656572999999998
4600	19.696114999999995
4650	19.737530000000007
4700	19.804092999999998
4750	19.86297000000001
4800	19.887131000000004
4850	19.980456999999998
4900	19.994737999999998
4950	20.047677000000004
5000	20.111476
5050	20.182743999999996
5100	20.223805
5150	20.295575999999997
5200	20.250604
5250	20.254693999999997
5300	20.283372
5350	20.277151
5400	20.264851999999998
5450	20.157075000000006
5500	20.151802
5550	20.08166299999999
5600	20.105746
5650	20.148759000000005
5700	20.169726999999998
5750	20.209909
5800	20.23904499999999
5850	20.284630999999997
5900	20.310408
5950	20.351386
6000	20.354264
6050	20.395577999999993
6100	20.404183
6150	20.364698000000008
6200	20.385224999999995
6250	20.423904
6300	20.414221
6350	20.452585000000003
6400	20.403517
6450	20.42614699999999
6500	20.477062000000004
6550	20.453592000000004
6600	20.511568
6650	20.519821
6700	20.546447000000004
6750	20.553119000000002
6800	20.535813000000005
6850	20.607727999999994
6900	20.65398499999999
6950	20.689019999999996
7000	20.73694
7050	20.758240999999995
7100	20.748269
7150	20.759130999999996
7200	20.781216
7250	20.70070499999999
7300	20.740639000000005
7350	20.559756000000007
7400	20.555252000000007
7450	20.466658000000002
7500	20.491832999999996
7550	20.474550000000004
7600	20.478134999999998
7650	20.514735999999992
7700	20.547897999999996
7750	20.554208999999997
7800	20.588167000000002
7850	20.605693000000006
7900	20.620434999999997
7950	20.670692999999996
8000	20.568909000000005
8050	20.580552
8100	20.588327
8150	20.581972
8200	20.570032999999995
8250	20.528671000000003
8300	20.574109
8350	20.586790999999998
8400	20.627491999999997
8450	20.644712999999992
8500	20.665088
8550	20.679509
8600	20.715142999999998
8650	20.698132000000005
8700	20.741546
8750	20.742425000000004
8800	20.757051000000004
8850	20.803556999999998
8900	20.819042999999997
8950	20.860204000000003
9000	20.836528999999995
9050	20.85855699999999
9100	20.841016
9150	20.836677999999992
9200	20.850945999999993
9250	20.86871
9300	20.84137399999999
9350	20.743729000000002
9400	20.751679
9450	20.804975
9500	20.814522999999998
9550	20.826585
9600	20.862791999999995
9650	20.843765999999995
9700	20.861811999999997
9750	20.875301999999998
9800	20.894156999999996
9850	20.91019899999999
9900	20.925483999999997
9950	20.955432999999992
10000	20.979708000000002
10050	20.989620000000006
10100	20.990193000000005
10150	21.016866999999998
10200	21.054318
10250	21.093536999999998
10300	21.122154000000005
10350	21.150330999999998
10400	21.168417000000005
10450	21.187718
10500	21.220005999999998
10550	21.222102
10600	21.246532
10650	21.272380999999992
10700	21.240944999999996
10750	21.268340000000002
10800	21.289003000000008
10850	21.227558000000002
10900	21.225198
10950	21.233370000000004
11000	21.273533
11050	21.307209000000007
11100	21.28397599999999
11150	21.286962
11200	21.297639
11250	21.32109599999999
11300	21.363084
11350	21.372204
11400	21.410107999999994
11450	21.410995999999997
11500	21.437096
11550	21.466596
11600	21.455646999999995
11650	21.459613
11700	21.472656999999998
11750	21.456837
11800	21.497737999999995
11850	21.483975000000004
11900	21.51086
11950	21.535798999999997
12000	21.571288
12050	21.61089299999999
12100	21.634043999999996
12150	21.634348999999997
12200	21.64745700000001
12250	21.682806999999993
12300	21.711001999999993
12350	21.75157
12400	21.75780300000001
12450	21.749921
12500	21.749088
