t	b(t)
50	1.2661775
100	1.1810037500000001
150	1.12809125
200	1.0922987499999999
250	1.0733512500000002
300	1.0367825000000006
350	1.0162849999999999
400	1.01479375
450	1.0221550000000001
500	0.9984812500000004
550	0.9596362500000003
600	0.9426562499999998
650	0.9055599999999998
700	0.89344375
750	0.8910225
800	0.8721687499999996
850	0.8477787499999998
900	0.838565
950	0.8372774999999999
1000	0.8324025
1050	0.83068875
1100	0.82027625
1150	0.8020599999999998
1200	0.7908500000000002
1250	0.7884849999999999
1300	0.7819037500000002
1350	0.777785
1400	0.7800812500000001
1450	0.7799200000000002
1500	0.7663462499999998
1550	0.7642062499999998
1600	0.7636937500000001
1650	0.7563450000000003
1700	0.7564587499999997
1750	0.7472375000000001
1800	0.7447562499999998
1850	0.7320325000000001
1900	0.7305475
1950	0.72705375
2000	0.7223474999999999
2050	0.72160375
2100	0.7125449999999998
2150	0.70211625
2200	0.7012812500000004
2250	0.7007099999999998
2300	0.6924662500000002
2350	0.6890162500000001
2400	0.6830037499999999
2450	0.68408125
2500	0.6795787499999999
2550	0.6810612500000002
2600	0.6772287499999999
2650	0.6650175000000003
2700	0.6544625
2750	0.6480275000000002
2800	0.6422150000000001
2850	0.6405324999999998
2900	0.6342475
2950	0.6334975
3000	0.6314599999999999
3050	0.6188899999999999
3100	0.6172149999999996
3150	0.6147337499999999
3200	0.6075987500000002
3250	0.6032512499999999
3300	0.6023475000000001
3350	0.60278
3400	0.6003925000000001
3450	0.6011974999999999
3500	0.6000062500000001
3550	0.5997850000000001
3600	0.595715
3650	0.5960387499999997
3700	0.5915762499999999
3750	0.5849225
3800	0.5794837499999999
3850	0.57513875
3900	0.5743050000000001
3950	0.5682474999999998
4000	0.5684425000000001
4050	0.5660299999999998
4100	0.5606975
4150	0.5590849999999998
4200	0.558005
4250	0.5535249999999999
4300	0.5480925000000001
4350	0.5453412500000001
4400	0.54254875
4450	0.54231
4500	0.54047625
4550	0.5352524999999999
4600	0.5326387499999999
4650	0.5299950000000001
4700	0.527315
4750	0.5267999999999999
4800	0.5226712499999998
4850	0.5202899999999999
4900	0.5194637500000002
4950	0.5200362500000001
5000	0.51995875
5050	0.51803
5100	0.5176300000000001
5150	0.5177124999999999
5200	0.5175687499999999
5250	0.5166112500000002
5300	0.5152862500000002
5350	0.51151625
5400	0.5115475
5450	0.51118625
5500	0.5101312500000001
5550	0.5105800000000001
5600	0.5090312499999998
5650	0.5065062499999998
5700	0.5041262499999999
5750	0.5045449999999999
5800	0.50386875
5850	0.5045425000000001
5900	0.4994637499999999
5950	0.5006550000000001
6000	0.5000537499999999
6050	0.49801874999999995
6100	0.4946975000000001
6150	0.4922199999999998
6200	0.48885375
6250	0.4890299999999999
6300	0.488645
6350	0.48722500000000013
6400	0.4861600000000001
6450	0.48645875
6500	0.48674624999999994
6550	0.48374875000000006
6600	0.48394875
6650	0.48279000000000016
6700	0.4815037499999999
6750	0.4794237499999999
6800	0.4787474999999999
6850	0.4784075
6900	0.47913125
6950	0.47715125
7000	0.4761537500000001
7050	0.47447249999999996
7100	0.47331000000000023
7150	0.4733774999999999
7200	0.4733662499999999
7250	0.4709374999999998
7300	0.4705562499999999
7350	0.46949625000000006
7400	0.4651600000000002
7450	0.4648625
7500	0.46373624999999985
7550	0.46399
7600	0.46242374999999997
7650	0.4594687500000001
7700	0.45770750000000004
7750	0.45657500000000006
7800	0.4566375000000001
7850	0.45625124999999994
7900	0.45512625
7950	0.45389625
8000	0.45322499999999993
8050	0.4522225000000001
8100	0.45047500000000007
8150	0.4495499999999999
8200	0.44856125
8250	0.44653874999999993
8300	0.44540375
8350	0.4429874999999999
8400	0.44155500000000014
8450	0.44178125
8500	0.44148624999999997
8550	0.44139750000000005
8600	0.4410499999999999
8650	0.44084
8700	0.44083875000000006
8750	0.4399462499999999
8800	0.4397875
8850	0.4382575
8900	0.43526
8950	0.43531999999999993
9000	0.4347437499999999
9050	0.43255
9100	0.42995375
9150	0.42896874999999984
9200	0.42609750000000013
9250	0.4263737500000001
9300	0.42439
9350	0.42266874999999987
9400	0.42149875000000003
9450	0.42096750000000005
9500	0.42120125
9550	0.4205662500000001
9600	0.41920874999999996
9650	0.41859499999999983
9700	0.4169699999999999
9750	0.41695374999999996
9800	0.41616875000000003
9850	0.41601999999999995
9900	0.4135824999999997
9950	0.41274625
