t	b(t)
50	5.278442718446604
100	5.503969902912622
150	5.88295631067961
200	5.770539805825242
250	6.04437669902913
300	6.00433980582524
350	6.462815533980581
400	6.627946601941749
450	6.679969902912623
500	6.931103883495147
550	6.9397660194174735
600	7.252229126213593
650	7.346533980582525
700	7.5952349514563124
750	7.939481553398055
800	8.184985436893205
850	8.285307766990297
900	8.526729126213592
950	8.601792233009709
1000	8.895895145631064
1050	9.15513786407767
1100	9.262741747572816
1150	9.530763106796119
1200	9.710864077669905
1250	9.861309708737867
1300	9.848958252427186
1350	9.971326213592231
1400	10.072188349514565
1450	10.292219417475724
1500	10.535993203883491
1550	10.745400000000005
1600	10.944828155339804
1650	11.162060194174764
1700	11.268046601941743
1750	11.472819417475725
1800	11.65953495145631
1850	11.882381553398057
1900	12.037330097087386
1950	12.159354368932037
2000	12.357285436893205
2050	12.385616504854363
2100	12.580170873786413
2150	12.650960194174752
2200	12.75319514563107
2250	12.773366019417473
2300	12.947186407766997
2350	13.074875728155348
2400	13.247389320388345
2450	13.333146601941746
2500	13.528389320388348
2550	13.663996116504858
2600	13.818606796116503
2650	13.948535922330095
2700	14.186572815533983
2750	14.362215533980581
2800	14.528576699029124
2850	14.634034951456313
2900	14.770362135922324
2950	14.82475631067961
3000	14.955838834951454
3050	15.09228252427185
3100	15.251264077669905
3150	15.314881553398063
3200	15.49983106796116
3250	15.6931281553398
3300	15.847891262135917
3350	16.033365048543686
3400	16.19530776699029
3450	16.410054368932038
3500	16.45152524271844
3550	16.633174757281555
3600	16.77351941747573
3650	16.934611650485436
3700	17.01997184466019
3750	17.219663106796126
3800	17.40883300970874
3850	17.59397766990291
3900	17.741393203883497
3950	17.82229126213592
4000	18.001578640776692
4050	18.184078640776697
4100	18.337577669902917
4150	18.32610097087378
4200	18.45418640776698
4250	18.61637281553398
4300	18.743727184466017
4350	18.912669902912626
4400	18.859600000000007
4450	19.02333203883496
4500	19.10857864077669
4550	19.268530097087375
4600	19.45934757281553
4650	19.632584466019416
4700	19.800045631067963
4750	19.858848543689316
4800	20.014986407766987
4850	20.031736893203885
4900	20.091644660194163
4950	20.172656310679614
5000	20.295215533980592
5050	20.490833009708737
5100	20.579461165048546
5150	20.701972815533985
5200	20.74825145631068
5250	20.89791747572815
5300	21.010436893203877
5350	21.201483495145624
5400	21.39275048543688
5450	21.5063067961165
5500	21.58427378640777
5550	21.71929029126213
5600	21.897536893203885
5650	22.039476699029123
5700	22.20267766990291
5750	22.372040776699027
5800	22.423885436893197
5850	22.57624077669902
5900	22.740663106796116
5950	22.88974660194175
6000	23.014872815533984
6050	23.083977669902918
6100	23.24897961165048
6150	23.433658252427183
6200	23.59254174757282
6250	23.737399029126212
6300	23.904164077669904
6350	24.054613592233004
6400	24.22528834951457
6450	24.395590291262117
6500	24.462839805825237
6550	24.61004077669902
6600	24.727269902912624
6650	24.88434368932039
6700	24.99033980582523
6750	25.064614563106787
6800	25.24468737864077
6850	24.96087378640777
6900	25.07249417475729
6950	25.137656310679606
7000	25.27392427184465
7050	25.276622330097084
7100	25.380414563106783
7150	25.46822912621359
7200	25.629970873786394
7250	25.803121359223297
7300	25.976021359223303
7350	26.013469902912632
7400	26.12979417475728
7450	25.982004854368945
7500	26.062561165048535
7550	26.179889320388344
7600	26.30100388349516
7650	26.30643689320387
7700	26.460258252427188
7750	26.561710679611647
7800	26.578955339805823
7850	26.69849805825244
7900	26.84812621359222
7950	26.90423980582524
8000	26.949713592233017
8050	27.056187378640782
8100	27.167195145631073
8150	27.195180582524266
8200	27.319132038834955
8250	27.390155339805812
8300	27.551799999999997
8350	27.68920873786407
8400	27.79301941747573
8450	27.43054368932038
8500	27.564612621359224
8550	27.675075728155345
8600	27.832844660194166
8650	27.99125048543689
8700	28.149333009708748
8750	28.2503854368932
8800	28.351224271844664
8850	28.475005825242732
8900	28.631733009708736
8950	28.78869223300972
9000	28.90180970873786
9050	28.906331067961162
9100	28.9748281553398
9150	29.016675728155345
9200	29.07698446601942
9250	29.213118446601943
9300	29.292441747572823
9350	29.42093883495146
9400	29.532956310679616
9450	29.59034563106796
9500	29.718318446601945
9550	29.845443689320383
9600	29.999381553398056
9650	30.152700000000006
9700	30.282966019417486
9750	30.435330097087373
9800	30.577385436893184
9850	30.677104854368935
9900	30.82935339805825
9950	30.937599029126226
