t	a(t)
50	8.044772500000002
100	9.044797500000001
150	9.835006250000003
200	10.484670000000001
250	11.041420000000004
300	11.42720875
350	11.809988750000002
400	12.215961249999996
450	12.635547500000003
500	12.932415
550	13.101961249999997
600	13.30977125
650	13.416475
700	13.634036249999998
750	13.863375000000005
800	13.991157499999996
850	14.082017500000003
900	14.23875
950	14.430359999999997
1000	14.573847499999996
1050	14.750154999999996
1100	14.85596375
1150	14.956160000000006
1200	15.044932499999998
1250	15.186312500000005
1300	15.302851250000003
1350	15.41968125
1400	15.561513749999992
1450	15.692111249999996
1500	15.773901249999998
1550	15.90008875
1600	16.0194825
1650	16.10173375
1700	16.228851249999998
1750	16.2955675
1800	16.3993875
1850	16.4341175
1900	16.522847499999997
1950	16.603100000000005
2000	16.6650325
2050	16.767868750000005
2100	16.823903750000003
2150	16.832778750000006
2200	16.937127499999995
2250	17.0153475
2300	17.06137375000001
2350	17.107637500000003
2400	17.1334
2450	17.227624999999996
2500	17.26854
2550	17.365407499999996
2600	17.421212499999996
2650	17.41256875
2700	17.441672500000003
2750	17.449247499999995
2800	17.467298750000005
2850	17.51635875
2900	17.5359
2950	17.590245000000003
3000	17.63188875
3050	17.640307499999995
3100	17.67572375
3150	17.709883749999996
3200	17.725040000000007
3250	17.749281250000003
3300	17.791345
3350	17.86420625
3400	17.9029325
3450	17.958744999999997
3500	18.011797500000004
3550	18.073842500000005
3600	18.089692499999998
3650	18.150756249999993
3700	18.16833125
3750	18.191072500000004
3800	18.21011
3850	18.21827375
3900	18.264797500000007
3950	18.2609275
4000	18.313676249999997
4050	18.340858750000002
4100	18.364275
4150	18.404461250000004
4200	18.442538749999997
4250	18.469068749999998
4300	18.472715
4350	18.48311
4400	18.50589125
4450	18.55799875
4500	18.578138749999997
4550	18.586511250000004
4600	18.604155000000002
4650	18.623671250000008
4700	18.643150000000006
4750	18.681985000000005
4800	18.675666250000003
4850	18.69083125
4900	18.730068749999994
4950	18.779025000000004
5000	18.809891249999996
5050	18.839029999999998
5100	18.875745000000002
5150	18.9166975
5200	18.954907499999997
5250	18.98435625
5300	19.00475625
5350	19.02944
5400	19.074687500000014
5450	19.108565000000006
5500	19.142994999999992
5550	19.192726250000003
5600	19.209813749999995
5650	19.20913375000001
5700	19.236303750000005
5750	19.27823125000001
5800	19.303449999999998
5850	19.353016250000003
5900	19.343424999999993
5950	19.39597625
6000	19.434127499999995
6050	19.44376874999999
6100	19.456123750000003
6150	19.479345000000002
6200	19.484226249999995
6250	19.527915
6300	19.550683750000005
6350	19.570556250000003
6400	19.582996250000004
6450	19.621329999999997
6500	19.65925375
6550	19.64529625000001
6600	19.680466250000013
6650	19.7053525
6700	19.722776249999995
6750	19.738796249999986
6800	19.766509999999993
6850	19.791967500000005
6900	19.837743749999998
6950	19.835889999999996
7000	19.852980000000002
7050	19.85782125000001
7100	19.87561249999999
7150	19.92334125
7200	19.946360000000006
7250	19.9482775
7300	19.960745000000003
7350	19.97473125
7400	19.958511249999994
7450	19.983511250000006
7500	19.991472499999997
7550	20.022277500000005
7600	20.024313749999997
7650	20.03110875000001
7700	20.019595000000006
7750	20.03983125
7800	20.065025000000002
7850	20.09506625
7900	20.099275
7950	20.106522499999997
8000	20.122668750000003
8050	20.149942500000005
8100	20.155441250000003
8150	20.1620025
8200	20.173423749999994
8250	20.170207499999997
8300	20.19118375
8350	20.174253750000005
8400	20.187061249999996
8450	20.219782500000004
8500	20.237865000000006
8550	20.26302624999999
8600	20.28684
8650	20.31072375
8700	20.34058499999999
8750	20.353094999999996
8800	20.3746475
8850	20.368328749999996
8900	20.35438
8950	20.380157500000003
9000	20.399072499999996
9050	20.388013749999995
9100	20.38305499999999
9150	20.394728750000002
9200	20.39818124999999
9250	20.424777500000005
9300	20.43234375
9350	20.432537500000002
9400	20.448408750000002
9450	20.462683749999997
9500	20.493306250000007
9550	20.512247500000004
9600	20.513680000000015
9650	20.528868750000008
9700	20.524375
9750	20.5482525
9800	20.569328750000004
9850	20.593368750000003
9900	20.599403749999997
9950	20.613055000000003
